text,n_likes
"This seems to be a question regarding just about any Premium brand piece of gear, scope or eyepiece. Because TV so ubiquitous, it seems to get this question asked more often.  I can understand this feeling myself. When i started out I bought a 10 inch Orion dob, an 35mm panoptic and a 7 mm Nagler.  I distinctly remember feeling a bit uneasy that the two EP's I bought cost more than the telescope at the time. Over the years, I have added a few more TV's to my collection as well as a set of Brandons and I feel they are all worth what they are charged for retail. I can absolutely tell the difference in performance, and here is the important part of the sentence, that difference is worth it TO ME PERSONALLY.  I am in a position that I can afford it, and have progressed enough in the hobby where small differences in clarity and contrast really stand out to me. That being said, I ALSO own a bunch of very fine University Optics Orthos and ERFLEs that I use often and I can recommend to anyone. They are budget friendly and their quality is really quite good, much better in my opinion than the run of the mill chinese Plossl clones(and often cheaper!). I have a Surplus Shed special 53 mm that I got for I think 20 dollars, that has sufficiently quelled my desire for getting the TV 55 mm Plossl. I am sure as the sun rises that the TV would be better, but for what I use that surplus shed for, it is sufficient given my budget constraints.. As to the following comment posted above: ""Anyone who ridicules you for not having them or says you're not really doing astronomy unless you have them is being childish."". That is certainly true for ANY piece of gear!. I can have as much fun with my 120mm Synta Achromat as I do with my 5 inch AP Starfire.  It is not about the gear, it is about looking at and appreciating what is in the Sky!  Very often there is too much ridicule going on either for or against one piece of gear or another. It is all very silly. Buy what you can afford and get out as much as you can, and don't look back or second guess.  You will be much happier in the end. JMD.",0
AMEN!!!. JMD.,0
I Say AMEN AGAIN!  JMD.,0
"Yes & no ,. consideing my most expensive televue was the 21 ethos at £420 , bought a few years ago when televue had their big sale I got mine a bit cheaper on top of that off German eBay just before the end of the sale.. If you're lucky enough to get them at that price then they are cheap as chips, they are very expensive now but I would say they're worth saving for..",0
"I have Radians, Naglers of different types and focal lengths, of which nearly all were bought used.  I think everyone acknowledges that most new Astronomy gear are priced to the limit that the Dealers think we can take.. Televue ep's are expensive but whether they are over priced is debatable,. although they come close in the context that it is hard to justify the benefit of getting an ep around £600/£800.  I know astronomy is a fairly small market compared to other stuff like domestic electricals, etc, and that manufacturers and deals need to cover running costs as well as R&D but sometimes stuff is over priced.  Having said that, I'm a freshwater fisherman, and some of that stuff is definitely overpriced.   So is Televue gear expensive.......yep, but worth it.  I try to buy good used ep's as much as possible and have had a lot of, to me, bargains, and usually can justify it to my wallet.  But it is nice to fantasise about those ep's, or whatever, which are out of reach temporarily or permanently due to the expense......you've got to be able to dream!!.",0
"Yes and No?...........I agree with you, Nevy,......well, kind of, sort of Yes and No.",0
"Well said , I think",0
"I don't have any TV eyepieces. I don't have any fast scopes. My scopes are F/10, F/14 and F/12, and F/6.5. Lesser quality eyepieces perform very well in my scopes. Or maybe I don't yet know what I'm missing. I only observe on tracking mounts and prefer modest fields for planetary observing.  And I've only recently really got back into the hobby after a roughly 20-year hiatus.  There are lots of things I've wanted to buy in the past year, and modern mounts and a Mak and a 80EDF refractor were higher priorities for me.  Plus, I tend to try to be thrifty.. Nonetheless, I don't see TV as overpriced. I realize that there is a big difference between optics that are pretty good and optics that are really good.  The difference between a cheap 70-200mm zoom camera lens and a high-end 70-200mm 2.8 are significant, but so is the difference in price.  However, you reach a point where incremental gains are only achieved with more substantial increases in price.. Moreover, I sincerely appreciate the leadership Televue has provided in the history.  When I started in this hobby, plossls seemed exotic and high-end.  Widefield eyepieces outside of Erfls and Konigs were a rarity and their performance wasn't the greatest.  Now plossls are considered low-end. 60-degree eyepieces of excellent quality are widely available and very affordable.  And we have numerous choices in the 68-70, 80-92, and even 100-degree classes.  It is my opinion that a big reason we have all these choices is that Televue has set the mark high, and left enough of a gap for other manufacturers to aim a bit lower and a bit more affordably. For this, I am most thankful.. I hope to have some TV eyepieces in the future, but that purchase probably won't come until I buy a scope at F/5 or lower. But some day, I will build the computerized Dob that I'm designing in my head, and to get the most possible out of it, I will need that 31mm Nagler....",0
"Thing is to find something you like and stick with it, unless your needs change. As for prices, maybe. Its sort of like automobiles. If all you want to do is get from point A to point B then anything from a Kia to a Prius will do. On the other hand if you want to enjoy the trip maybe a Corvette or a Mercedes is what you want.. I worked for Gary Hand for years and as a result I got first crack at anything used that came in. I looked thru a ton of premium eyepieces over time. A long time ago (late 60's) I settled on a then new set of UO Pro orthos plus the 16mm Konig and until the 90's I was happy with them. Isuffered fromboth near-sightedness and astigmatism and it did not really bother me. But at that time I decided to sell off all the ones I had and get ones with a minimum of 20mm of eye relief so I could use my glasses and get a better view. At the time that meant TV Radians, Pentax XLs, and Vixen LV/LVWs.Tried lots of them out. Owned a few of each. Ended up settling on a set of Pentax XLs. Still have them. Yes there are better ones out there. But considering my issues am I going to gain much? No, because I really can't get my eye close enough to use anything over about 70 degrees. I did not find the Pentax XWs were that much better thru my eyes to pay a big premium on. And anya $500 eyepiece would be a waste of money. Tried contacts while playing basketball in HS/college and had to many issues. Finally about a year ago I found I was getting cataracts in my right eye so opted for lens replacements. Went with far-sightedness for a number of reasons plus did not get astigmatism correction ($$$ and advise from a Ph.D friend), so I still need glasses if I want perfect correction, but for day to day its great anyway. So for me the expensive eyepieces are not justified price wise. I would be paying too much for too little. YRMV. My gut feeling is Al would not have brought out some of the really expensive eyepieces he has except that others have brought out some less expensive ones that come close to his at a much cheaper price point so he had to respond. Which means they had to be even more expensive than the ones he already had out to surpass them in performance. And while he has cut costs by going to Taiwan, which today is not a quality issue, who knows how much they really cost to make. The only way to decide is look thru them. I would never buy an eyepiece based on hearsay. I would check out my friends and a couple of star parties to see if I could find one to look thru. And for what its worth Al's eyepieces are optimized for scopes in the F5-F8 range from my knowledge..",0
"I my opinion the answer is no, Televue EPs are not overpriced, nor are they any where close to being underpriced.. But TV commands the pinnacle of the EP market (available to amateurs).. Here, one gets a well designed, brilliantly executed, nicely packaged EP, with great coatings, at a premium price.. The only EPs, in my collection that are not TV are EPs that TV has no comparable product.. You may cry at the cost of buying one, but when you first use it you know you will never cry again..",0
"As you can see from my sig line I own all of the 68° and 82° ES eyepieces. During the Televue sale I got two Delos in a trade in of my ES152 refractor. I liked them so much that I bought 3 more during the sale. If they had not been on sail them I wouldn't have bought them, too expensive for my taste. They are great eyepieces but my ES 68° eyepieces hold their own against the Delos. The Delos have a ""Port Hole"" experience that I really like. Their ER is very good also. These are the first and only TV eyepieces that I have ever owned. The ES eyepieces get within 5% to 10% of the quality of view of the TV eyepieces. With my eyesight and scopes I can't see paying the extra $$$ for the TV eyepieces but that's just me. If you want top of the line, premium equipment, then you will have to pay the price. Al Nagler deserves every penny of what he earns from the sale of his eyepieces. He didn't get into business to make a ""little"" income!!.",0
Youse knuckleheads arguing about eyepieces when pet rocks are selling for $85 and up?. http://money.cnn.com...-rock-sold-out/.,0
I am sure on some pet forum someone is asking whether Nordstrom's premium pet rocks are worth it compared to generic pet rocks..,0
No they're not over priced. TeleVue eyepieces are just expensive,0
Exactly.. People spend what they want. Many times it doesn't make sense..,0
No..,0
"Well I am now a little over five years in this hobby. My first set of eyepieces was Meade QX's. At a star party I had the pleasure of trying a few different 13-14mm eyepieces trying to find one for a gap in what I owned and blind testing the Nagler 13mm was the best hands down. The Nagler over time proved to be so much better than my Meade's I bought a Nagler 9 but at a star party I tried a Pentax 10, so Nagler 9 by-by hello Mr. Pentax. I bought all the eyepieces that are now in my case one at a time and the QX's have been given to a friend. Each has earned it's place in my case, check my signature. By the way TeleVue's are by no means the most expensive check Leica or Nikon.. I am a nob compared to many on this forum and do not profess to be an expert. The Televue's I own out performed for me the others that they were compared to.. Bruce.",0
"OP. nope. tried pretty much everything out there. I would people save up and get some TV Eps. Once a brand come out with a EPs as good or better than TV and Cheaper then i would say TV are overpriced. however on the martket right now there actually reasonable priced for high end performance. personally i think some other EPs are way over priced vs what they can do. dont get me wrong there are some gems out there that aren't TV. But i highly recommend the TV Delos Eps for DSO and if you like a bit wider Ethos. only thing lacking IMHO from TV is a high end planetary EP. yes the TZ zoom is nice but not a TMB SMC or ZAO or Pentax SMC or CZJ etc. still love it just wish they put out a ortho set say under 8mm plossl say a. 7,6,5,4mm high end planetary orthos.",0
If you Google hard enough you'll find that blind tests HAVE been done over the years. From memory the results were in favour of Tele Vue most of the time but there were a significant number of times where that wasn't the case. It just goes to show that everyone is different and we really need to decide for ourselves..,0
"Thanks, I guess I didn't google hard enough. I found this comparison test.. http://www.brayebroo... vs Brandon.pdf. Interestingly and relevent to this thread is the author's conclusion, who said: ""However by far the best value is the GSO Plössl. It consistently outperformed or rivalled the TV Plössl at roughly half the price, even. less if bought cased via Amazon. Not only does the GSO Plössl represent the best value, it ranks overall a better planetary eyepiecethan the TV Plössl, exceeded only by the Brandon which costs almost ten times more."".",0
Good example..,0
"I like the idea that some others have put forward: there's a difference between expensive and over priced. Expensive things cost a lot. Over priced things cost more money than the benefit they give. Something can be expensive without being over priced. To me, the Tele Vue eye pieces I have are not over priced. The Tele Vue eye pieces I don't have I don't believe to be overpriced, I just don't have a use for them for the scopes I have and the observing I do.. So, the Tele Vue eye pieces I have:. I like the longish Naglers for the wide field when looking at extended objects. As I said, I don't have the really long focal length Naglers (26mm and 31mm) because I have other long focal length eye pieces that work well for me.. I don't have any Panoptics because I have Naglers, so I don't feel the need for 68 degree eye pieces.. I like the Radians for their eye relief and short focal length. When I use high magnification I don't look at big objects, so a wide field really isn't necessary.. I like the Plossls for minimal glass when observing the moon, planets and double stars, which is what I do with my driveway scope. Deep sky is unsatisfying from my house. I think I need a second 21mm smoothie Plossl, because it's my favorite galaxy eye piece.. Sure, there are other eye pieces that are more expensive than Tele Vue: Nikon, Docter, Takahashi, Zeiss, TMB monocentric, Clave, etc. I've been fortunate to look through a few and they are really good. I think those that I've looked through are over priced, so I don't own any. Thank goodness for those companies that others appreciate the difference enough to pay for it.",0
"Are the Nordstrom Pet Rocks worth it compared to the regular pet rocks? I think I can answer with some confidence that no, they aren't. The pet rock was a cheap, funny present in the 70s. Now it's a worn out joke, and charging $85 dollars doesn't make it funny. A $10-$15 Vite/Svbony 23mm or 10mm is a cheap, semi-gag gift that's actually worth something.. And Televue? They really took off with the advent of the Nagler and the Dob revolution. The Dob tended to be a cheap design, bringing large aperture and phenomenal savings to their owners. People then blew all their money on expensive eyepieces.. Like jallbery, I have favored medium to long focal lengths, and I prefer tracking when doing some serious viewing. Unlike jallbery, I have owned some Televue equipment, and looked through others. The Televue stuff I own, I no longer use. Frankly, much of it wasn't that good (early Barlows, a Nagler 9mm, a Panoptic 27mm, a Plössl 32mm smoothie from the 80s). Other items, like the Big Barlow, were very good, but in the end not practical for the scopes I use. The stuff Televue excels at, the handling of fast f-ratios, and very wide fields, are things that I don't place a premium on.. Are they overpriced? Again, much of what the competition offers, I'm not that interested in. My favorite implementation of a 100° eyepiece is sold by Lunt. The optics are good, but I saw it in an f8 scope, which is not fast. I mainly like it because of the ergonomics. My experience with Explore Scientific is likewise limited, but I have seen poor light control in their 3x Barlow, and I don't like the ergonomics of their 100° eyepieces.. I tend to like the ergonomics of my eyepieces, and the ones I have kept are modest, but very good performers, with a couple of more expensive exceptions, also very good performers..",0
Of someone who admits to having a dislike for TeleVue...  Read it.. Jon.,0
"It certainly seems that way, especially if you, (like myself) only get out a handful of times a year to view. However, to ardent amateur, who manages to get out very often, putting, 10-20K into the hobby, might not be quite as as economically excessive as it first sounds, compared to other hobbies, like hunting, fishing, boating, motorcycles, snowmobiles, etc....  Now, as I and others have said here in other posts, you do not have to, nor should you feel obligated to spend NEARLY that much money in order to have a great and fun time in the hobby over the course of an entire life time. But I do think we give the hobby a bad rap when we look at AP's , TV's, Tak's,The BIG aperture Dobs and CATs, and the like as excessively expensive, and do not take into account the amount that they get used. It is all a valid part of the calculation each buyer needs to consider.  It is why I will likely putter along doing unguided imaging and video with my perfectly excellent Atlas mount until I retire and can make more consistent use of a nice AP or similar mount:-) Maybe I might even consider one of those really Big Ole Dobs that some of you all favor;-) Ya gotta have Dreams, baby!. Cheers!. JMD.",0
"There are a lot of people who continue to plunk down their hard-earned money to buy Tele Vue eyepieces because they appreciate what they offer the eye(s). These are tools to be used; not centerpieces intended for dining room tables. These forums are rife with the testimony of many who voted with their wallet and believed that the prices they paid, which are more often than not that ""mega"" high, were well worth the trip to the heavens. From my perspective, they're bargains, and I cannot see myself ever wasting time again with tools that do not measure up to standards set by Tele Vue.. Tele Vue's Taiwanese units should not be disparaged. I have found them to be the equal of their Japanese units.. What has your experience been with Tele Vues?.",0
"Actually the Dobsonian and the TeleVue Naglers arrived simultaneously and while Dobsonians we're originally in visioned as in expensive Scopes, it was the combination of the Dobsonian design and TeleVue eyepieces that made large aperture , premium Dobsonians viable.. I also enjoy longer focal lengths and prefer to couple it with some aperture to get the contrast and resolution and( light gathering) that only comes with aperture. Jon.",0
"Yes, that one has been around for a while, and the subject to much heated discussion.  Have not looked through a GSO or a TV plossl for that matter, so I cannot comment myself. However, I AM pretty sure I could have a great night out under the stars with a set of either.. JMD.",0
"Definitely overpriced when I was paying at the counter; but not when viewing through them  at the scopes..... I m not an optics expert but do care about quality views. I was paying for a reasonably high performance with the confidence that TV designs are more well balanced optically than some other top-notch designs that excel in specific areas.. To me, pay for the assurance and it pays.",0
"I've been at this almost twenty years and have answered this question before - once or twice. Instead of posting a repetitive answer I defer to the explanations gleaned in a few of the answers above.. So, short answer. In my fast dob they are worth it. Definitely.",0
I may be a rookie at this. But do you buy a Porsche or a Toyota and end saying I should have?.,0
"Mr. Lord's findings and opinions on a few things are controversial. In this report, some appear to be subjective. It seems that he arrived at this conclusion exclusively due to a comparison on Jupiter with a longish focal length instrument, unless I somehow misinterpreted it..",0
"For ME...my scopes, and these old Mark 1's. I do televue for my shorter focal lengths and ES for the longer ones. It works for me. Are TV overpriced? I dont know?. Mike.",0
Toyota of course. You can't carry a scope in a tiny sports car. (The Porsche suv doesn't count). Perfect scope too:.,0
"Must confess I didn't read that particular one, but I've seen Sterling Plossls rated above Tele Vue Plossls by some reviewers so my point was simply that Tele Vue is not always considered the best, in which case one might consider them overpriced.. PersonallyI agree with your and Thomas's comments in posts #6 and #17. Expensive but not overpriced..",0
"One thing people sometimes forget is that Tele Vue has been a pioneer of many eyepiece designs and that, IMO, is worth a premium. They also boast 100% quality control and, as Matt (Kunama) says, they offer multiple lines covering different designs & features.. But, as has been said many times, you can have a very good eyepiece collection without any Tele Vues at all. At the moment I have a DeLite 11mm plus 2x and 3x Barlows. All my other gear is non-TV..",0
"It's probably worth remembering the story behind the TeleVue Plossls, some history can be instructive. Today we think of TeleVue as the manufacturer of exceptional wide field eyepieces and Al Nagler as the man who revolutionized the wide field eyepiece but in 1980, that was not the case.. Al Nagler had been the chief optical designer for a small firm and had designed the optics for the lunar landing simulators that the astronauts used for training before lunar landings. These were essentially huge eyepieces with many elements and a wide field of view. Al Nagler started a new career in the mid 70s, he started TeleVue. TeleVue's first products were not eyepieces but lenses for the projection televisions of the time. But Al had been a life long amateur astronomer, had won awards at Stellarfane as high schooler and maintained his interest.. And he had an idea. Al Nagler knew how design an eyepiece that offered an 82 degree eyepiece that was nearly perfectly corrected for off-axis astigmatism even in a fast scope. This eyepiece was designed and built and it performed as expected. It was the first ""Nagler."". But Al and family was concerned. TeleVue was an unknown company and the Nagler eyepiece was so revolutionary, so much better than anything available, that he felt that he needed to establish TeleVue as a reputable manufacturer before releasing the Nagler simply because no one would believe that such an eyepiece was possible.. And so, Al redesigned the Plossl so that it was better corrected in a fast scope and set about producing and selling TeleVue Plossls. Soon enough, the TeleVue Plossls established TeleVue as manufacturer of quality optics, the first Naglers were released and the rest is history.. Two things stand out:. First, if the TeleVue Plossls had not been well received, if they had not stood out above the rest, they wouldn't have provided the reputation that was needed to pave the way for the Naglers, the Panoptics and all the rest.. Second, TeleVue Plossls are oddballs in the TeleVue line up. They were not an innovative, wide field design, they were not revolutionary, they were a relatively small improvement on what existed at the time.. When comparing TeleVue eyepieces to the others, one really needs to look at the eyepieces that have changed the eyepiece world, the Naglers, the Panoptics, the Ethos's and such.. To read more about the history of TeleVue, Company 7 has a nice page.. Jon.",0
"Ok, I must quote you as being a ""visual only observer""...I love it.. I looked through an ethos over the summer, I'm still drooling.",0
"From an optical performance perspective, most of the TV eyepieces perform to a very high standard. There are other brands that perform to such high standards as well, so TV is not the only one. And by some criteria, others perform better (note that no eyepiece performs best in all optical and viewing criteria). So like some other brandings, they are a top shelf product.. As far as why they cost how much they do, no one but Tele Vue can really answer that. So no one can say it is because they are just charging more, or their cost to develop is more, or their cost to QC is more, or their overhead is high, or their source material vendors charge more, etc. But TVs are not the most expensive either, so a 17 Ethos goes for about $730 whereas a 17mm Nikon NAV HW, also a 100 degree extremely highly corrected eyepiece, goes for about $1,400, and a 7mm Tak UW (90 deg) goes for $630, whereas the WO XWA 101 deg line only goes for about $289 each. Now I am sure all these brandings have different contracts in place for their supplies and different companies are making the optics, and what the exact costs each of these brandings pay for those contract may very well all be completely different and guiding their final costs. So it is never an apples to apples comparison between companies as to what their materials costs are, and these differences can drive the prices quite a bit.. So given all this, there is no real way to answer if they are worth the price. And since that question is highly subjective and would be answered differently by people in differing economic circumstances, makes even more of an unanswerable question..",0
"Yes, they are worth the price--for me. They may not be worth the price for you. Top tier optics are worth me spending the money on them. I am in a position in life where I can afford them. When I was a youngster, I could only afford the basic, least expensive astronomy items. That pretty held through my college years, and early years of marriage, and until my children were educated, married and on their own. Premium optics on eyepieces and telescopes do not give me any more joy in the hobby. Once in 50 nights of viewing, when the seeing is excellent, they do provide a tad more detail in the objects. In that sense, premimum optics do give me more satisfaction. But, those times are very rare.",0
I will say this in my opinion Televue was worth the price until ES started selling 82 degree fov ep's.My eyes don't see a difference so I'm going with ES every time.,0
"Wow, judging by the post count on this thread today (and a few others) we must be close to full moon.. Overpriced involves economics and values. Always dependent upon individual circumstance.. Bill has it pretty close to right - a high standard. High, but not the highest. Perhaps a better word would be a consistent standard and experience. Tele Vue shines in this regard.. Tele Vue also has the lead in innovation, no doubt. We're lucky there is a company that is so interested in a niche so small as amateur astronomy.. On the other hand conventional eyepieces are at an evolutionary dead-end. Does it make sense to invest thousands of dollars in eyepieces that are only marginally better than those of 30 years ago?. If you want to talk about about truly revolutionary deep sky performance there is only one answer. A night vision monocular (which cost less than a collection of Ethos) will show you far more sky. To borrow an old marketing phrase ""better than you imagined""..",0
"As Al once said, as high as the public will still buy. Maybe not exactly, but is true to the word..",0
"If you feel they're overpriced, can always buy them used. Never had one issue doing that. They're worth every penny. So are Pentax XW's.",0
"This might be a test for ""overpriced"". Imagine you had, let's say, $10,000 you can only spend on eyepieces (and no inclination to become a vendor). Would TV eyepieces seem overpriced to you?. I think of them as expensive, but often worth the cost. The ones I think are not worth the cost - to me only and not to generalize - don't meet my criteria for field of view for a particular focal length, or are zooms, or are older designs..",0
"Supply, demand and market competition. There are basic costs for design, manufacture, distribution and so on built in. After that it's what the market dictates. What exactly their average profit per eyepiece is, we can be sure that Al won't tell us..",0
"When I was 26,, TV over the counter were priced very fine.. Now at 57 my eyes are no what they were ,I was also richer when I was 27. now I can't tell the difference between a prime TV Ethos & A brand X EP that gives me 90% Of the TV's ability's. Ive owned almost all the Nag's t1 to t6's & many Pans. now I wouldnt pay Top dollar for them{TV}. My eyes ,age & finances,dictatewhat is over priced. There ya go.",0
"What valid, negative association with quality, do you associate with Taiwan, that would prompt that caveat?.",0
"On the other hand conventional eyepieces are at an evolutionary dead-end. Does it make sense to invest thousands of dollars in eyepieces that are only marginally better than those of 30 years ago?. If you want to talk about about truly revolutionary deep sky performance there is only one answer. A night vision monocular (which cost less than a collection of Ethos) will show you far more sky. To borrow an old marketing phrase ""better than you imagined"".. Jmd: until you battery dies! Or you get an 18 inch dob that lets you see color. Things like the Collins EP, gen 3 night vision goggles, and even the dedicated astrovideo cameras are great pieces. of tech that expand ones options. There is something about the intimacy of viewing objects through the EP that is unique and special. I would not write a eulogy for eyepieces just yet. Jmd.",0
"Very, very true! A long time ago I was in an astronomy club, and the observer I respected the most was a quiet guy who always came out with his 4.5 inch Tasco reflector. He used the eyepieces that came with it (a 4mm and 20mm Huygens, I believe), and he would contentedly observe for hours on end. He would occasionally look through someone else's scope when invited, but he never lamented his views. He did wind up upgrading to a couple of TV Plössls and eventually did get a 10"" Dob. But, while he used the Tasco, he was happy. I think he did it the right way - he enjoyed the equipment he had, and when he was ready, he upgraded to better equipment. He never displayed angst or worry that what he had was inferior. I very much respect him.",0
