text,n_likes
"Can anybody confirm the weight on the 28mm?  19 oz seems pretty light for a 28mm 2 inch eyepiece.  I might pick one up just for that reason, I have a 31mm Axiom, super heavy, a Meade 5K 34mm SWA,,super heavy, 23mm Axiom is fairly heavy...  Would be nice to have a light weight widefield for the Dob that doesn't require massive rebalancing... Here are some specs so you see what I mean... 31mm Celestron Axiom ------- 48 oz. 23mm Celestron Axiom ------- 32 oz. 19mm Celestron Axiom ------- 19 oz. 40mm Meade 5k SWA ---------- 44 oz. 34mm Meade 5k SWA ---------- 29 oz. 28mm Meade 5k SWA ---------- 19 oz. 27mm Televue Panoptic ------ 18 oz. It might be the only longer focal length eyepiece of this big round mushroom style that weighs about the same as a TeleVue of the same focal length... Ken.",0
"I hope this sale lasts for another 2 weeks for my check to get in, and I am SO buying a couple!.",0
Just weighed one to confirm. Actually the 28mm SWA weighs a little less than 18 oz. The 19 oz figure is the weight with both dust caps on..,0
Thank you very much.. Ken.,0
Just ordered the 24mm and 28mm plus a 34mm to give to a friend.  The total price still came out to my cheapest new EP purchase in the last two years!!!  This sale is absolutely nuts...,0
I got to use the 16mmSWA this evening and can say that it's every bit as good as the 24mmSWA imo.The er is a bit tight but I can still easily take in the entire fov.I personally don't mind this but some might especially eyeglass wearers.Great ep especially at the present sale price..,0
"Hi,.  Which would you recommend for a low-power wide-field eyepiece for my CPC11/C8/AT6M?.  Any reviews to read on the 5000 SWA's?.  Current eyepieces:.  UO 7 & 9mm. Hyperion 17mm. 12, 25 & 40mm Kellner from 70's C8. 10 & 25mm Sirius Plossl.  What holes need filling?   I wear eyeglasses but take them off most of the time while viewing..  Tnx,.  Mike.",0
"Certainly nothing wrong with buying from our sponsor, but these are also on sale at Adorama, and I believe they are all in stock over there.  This is an amazing sale, but I guess lucky for me I already have the 16mm, 24mm, and the 34mm.  Of the ones left, I just can't find much use for the 40mm, or the 20mm, but the 28mm will make a nice ""light"" widefield eyepiece... Ken.",0
"34mm or 28mm? Blackout issues on either? Getting a pair of 24mm's so I am leaning towards the 34mm, but ho good is it?.",0
"I don't have the 28mm...yet.. The 34mm is a great eyepiece, it is sharp to the edge in any of my telescopes including F/5 newt.  Of the three that I already own in the 5k SWA line, I like the 34mm the best.  I have never had any blackout issues with the 34mm... Ken.",0
Thanks Ken. Since the 28mm is so close to the 24mm's I'll probably go for the 34mm. It will be one of the few mono ep's I have !.,0
"I get a bit of blackout from the 28mm, but nothing too bothersome.  That is about the only flaw I can find with it.  It's an amazing eyepiece..",0
Is Meade preparing to hit the 100 degree market?.,0
"Alright Mike. I'm TRYING to save a bit of money here.  I jumped on the 16mm and 24mm. Insane prices and FREE shipping from Astronomics to boot! I have the 20mm and 28mm already. I highly recommend these two, the 20mm is to me especially impressive. That will complete all I want in this line-up..",0
Hey Mike I ordered the 28mm from Astronomics today. though it stated shipping included I was charged for std shipping? Looking forward to the eyepiece. Thanks Bob and clear skies..,0
"Just e-mail, or call regarding the shipping charge.",0
"That shipping logic should not be there.  The logic on the seach display isn't smart enough to make the change as it is hard coded.  Shipping on Meade items is free when the item is over $99.  Sorry for the confusion, but as the item is on sale for under $99 the shipping charge is correct..",0
Thanks Mike for the explanation!! I also emailed the company so you can ignore that one. Clear skies. Bob.,0
"The 34 is so big, you can almost use two eyes.. Keep in mind the 34mm is pretty heavy, and requires some rebalancing with my Dob.  I guess that might be why I doubted the weight on the 28mm, just found it hard to believe it could be 10 oz lighter than the 34mm..  I thought the 34mm Meade SWA was massive until I got my 31mm Axiom, now the 34 seems small and light weight... Ken.",0
Anyone know how well the 24 works with eyeglasses? Can you get the full field of view?.,0
"I just bought every EP but the 20mm which I already own.  The 20mm has been such a great eyepiece for me that I can't wait to see the remaining members of the set!. Forgot to get the bolt cases, though, just like I always do.  Cheers!.",0
"How much weight can be saved on the 34mm if you remove the cantalpoe surrounding the eyepiece?. If this sale really lasts till April I will just HAVE to get a 34mm and a 16mm.  That will fill up pretty much all the holes in my set up, provide a nice finder/ dark sky site wide field for my dob, and a whopping 3.9 degrees of wide field goodness in my achromat...mmm..",0
"I measured the ""usable"" eye relief of the 24mm at about 13mm. Eye relief is about 20mm, but there is a 7mm recess to the eye lens. It's OK for eyeglasses in monovision, I can see the entire fov while wearing my glasses and I had the eyecup turned out maybe a few mm before any fov was cut off. For binocular vision use with my eyeglasses on, I need to get up tight to these eyepieces and still cannot see the entire fov. And then my nose is jambed into the two eyepieces. And I don't have big facial features, so there is really very little room for binoviewing. The 24mmSWA is 62mm in diameter. So BV use is limited to those with a wide IPD. I can just make it with my 62mm IPD, but it leaves no room for my nose and is somewhat uncomfortable. In the 24mm, I could not see the entire fov in bino mode when viewed with my glasses. About 10% of the fov was cut off. edz.",0
I'm wondering how much better the SWA 24mm is over the 25mm AT paradigm. I wouldn't mind getting a tad wider TFOV in my f/5 reflector. The 25mm AT Paradigm has some seagulling at the edges. Never considered these EP's before due to price..,0
Thanks Edz.,0
I know who's going to be buying some eyepieces come friday..  I wander how long the backorder will take?  Any thoughts on that mike?,0
"Stock is gone, 2nd order is going/gone, 3rd order is on the way.  We hope by the end of the week..",0
it's a feeding frenzy :dabomb:.,0
Thanks for the update Dr Rosen-Rosen!.,0
Just make sure to charge all the eyepieces to the Underhills..,0
We just watched Fletch for  the first time last weekend...great film!,0
"Wow, what a spectacular sale! I just bought the 16/24/34 set that comes with the aluminum case. I got it for a VERY GOOD deal from somewhere else, but if I would have waited two weeks I could have saved even more. Oh well, I do still have the nice aluminum case for them all. It seems the set+case is not included with this sale. So what to do? Fill those empty spaces with the rest of the set, of course! I just pulled the trigger on the 20, 28, and 40 to complete the set. Thanks Astronomics! I still haven't had first light with the first three EP's. I guess with this order I can expect two more weeks of rain/snow.",0
"Congrats Gavin!  Looks like you made the right decision, hope your weather clears up soon!.",0
And they've added the QX line into the mix now..,0
"all back ordered now. Ordered the 28mm today as that was the only 2"" available... Great sale. Thanks Astronomics and thanks for getting the order shipped so quickly!.",0
"I ordered the 16mm SWA.  I know it's backordered and maybe I could have gotten it in stock somewhere else.  But I get tons of great information here, not there.  Plus with everyone buying it's probably gonna be a year before the sky clears anyway..",0
"Well, I ordered the 28mm today.  I got it from Adorama, they still have all the eyepieces in stock last time I checked, with free shipping..  I really want the 40mm, but I just can't justify it, it really serves no useful purpose with my current scopes.  It would be nice in a bigger SCT that I plan to purchase, but I need the scope FIRST.  I really have to quit buying eyepieces... Ken.",0
"I'm confused about this offer. Some vendors(Anacortes, Adorama) are saying the special price is only with a telescope purchase. Other vendors like Astronomics and BH do not make such a requirement for the offer..",0
Then I guess you know who to buy from!,0
Can't beat it with a stick!,0
You got that right about the clouds at night. Keep on coming with your comments. Welcome aboard!. Jim.,0
"I don't really understand this either, I bought mine from Adorama, no telescope was purchased.  It did not say anything about a telescope being required when I bought mine. Just now doing another order I went all the way through checkout to the very end right before you submit the order, and the price was at the sale price.  Maybe they don't require the telescope, they just suggest it.. Ken.",0
Just ordered the 24 and 34 mm....thru Amazon shipped by Adorama with  no shipping charges.... Price to good not to take a flier.... Bob G.,0
"I know that everyone is excited BUT telescopes.com had that sale two weeks ago. It only lasted for a couple of days. I got my 16mm SWAs for $49.50 with free shipping but after I added some coupons, etc the price came down to $39.60 per eyepiece. They don't have that sale anymore. As someone pointed out already, Adorama has the same prices and free shipping and if you are smart you can get a 4% discount on top of that but I am not going to say how. Search around a bit. I appreciate Astronomics but behaving as the only one that has that sale underestimates our intelligence in some way. They are a smaller company and cannot always offer what others do but let's be a little more careful on how we present things..  Packaging from telescopes.com was terrible as always. They just put the EPs in a box and shipped them out. No protective material. Thankfully they come in strong well protected boxes by Meade. Astronomics on the other hand has the best packaging around. So, it's your choice..  As for the quality of the 16mm SWAs... Two of them and a TeleVue BinoVue made Saturn look crystal clear through my C8 with wind blowing softly about 35 miles east of L.A. Even when using the 2X amplifier. Freaking amazing..  Regards.. DrF.",0
Post deleted by skyjim.,0
"As I have said before everything has it's price.  Such as Cloudy Nights.  As we don't charge a fee of any sort, allow the companies on the front page to advertise for free, and continue to upgrade the servers yearly, any money spent at Astronomics goes to helping keep Cloudy Nights going and post opinions about products and enjoy talking about gear.  On top of that we offer a discount to CN members with no sort of membership fee that other companies ask for.  In the end we are usually a few bucks higher or lower, but that few dollars helps keep CN running.  I guarantee that if any other organization owned CN it would be inundated with ads for their company and like.  We try to keep the spirit of CN as Allister left it.  So if you felt that we are trying to pull one over, or question anyone's intelligence you are mistaken.. We are one of the largest telescope retailers in the world and continue that trend year in and year out.",0
"You all may read the passion as I type, so I apologize if I come off gruff.  Astronomics is like my kid brother as I have been working here since I was six.  The business is my passion.  While I don't get to observe as much as I would like since I have two young children.  My passion now goes into growing the hobby and growing our store again.. I think finding passion and enthusiasm in some of the other stores might be possible, but difficult as the astronomy side of their business model is one of many cogs in the machine while ours is the machine..",0
"Mike,.  I think I can speak for many others and definitely for myself in saying that we are very grateful for everything you do for CN.  Thanks!.  Patrick.",0
I second that WHOLEHEARTEDLY. Bob.,0
"Three Cheerz for Astronomics!!!. I always find it funny when someone announces a great eyepiece, Astronomics is the first one to be sold out. Sometimes it's not funny when I want it too..",0
"I ended up ordering mine from adorama as well. I had a small credit there I've been wanting to use up. Even though on the website it says the scope is required for the special price, it did not seem to matter..",0
"All these sales are making me broke!... Honey, you're not gonna believe the sale <insert eyepiece vendor name> is having now.. I thought I would never say this but I'm starting to understand my wife's shoe/purse addiction All we need is Televue to have a sale and I will need to get a second job to feed this addiction",0
My post was no disrespect to you or your company. I love my AT Paradigm Eyepieces and other products I have purchased from you guys. I had a credit with Adorama that I needed to use. I didn't mean to stir up trouble.,0
Just an hour ago I showed the beehive cluster to my significant other. I just explained to her how much better it would look in the meade SWA eyepieces,0
No problem.  There was another post it was answering.  The one that said we were challenging people's intelligence.   That got me off on a tangent that I probably shouldn't have gone on.  That's why my dad tells me to type what I want to say in word then just delete what I type.  That way my emotions won't get the better of me and I won't say something I will regret.  Apologies for my rant to all..,0
"Uh, oh.  I forgot about that.  Man, you guys are trying to make this sale completely irrestible, aren't you?",0
I don't think that post was directed towards astronomics as much as at this thread.  I don't think it was correct on either account as I certainly did not get the impression that you were the only retailer to offer this discount either from your posts or from any other post in this thread..,0
"I already got my shipment so thank you for the quick turn around and excellent job packing them! Much appreciated. PS...coming from an all plossl collection I was not prepared for how large that 34mm is, wow..",0
"Hi,. I read a review on Amazon regarding one of the 5000 UWA's comparing the light transmission with a Q70. The UWA wasn't as good probably due to the 8 elements.. How do the 5000 SWA's fair? I believe they all have 6 elements.. Tnx,. Mike.",0
"My 40mm arrived this morning... WOW!  That's big, 44oz.   I hope Astronomics carries a counter balance for my C8.  In all seriousness, thanks for the quick turnaround; it was back ordered when I placed my order & I still got it in 4 days.  I will do repeat business.   Jaimo!.",0
"C-bass:  Welcome to Cloudy Nights!  Glad to have you join us on the forums!. Congratulations on your new eyepiece(s)!  We'd love to hear what your impression is, after you view with them..",0
"Ditto!. As someone trying to keep a small business going (I'm not the owner) in this nasty economy, I have a soft spot for a family owned company. Astronomics is my first choice when I buy new..",0
"If it's the same review I read, that guy would take Q70s over a Nagler any day, so take with salt.",0
"Mike,.   I don't think any apology should be necessary - I understand your comments and I'm with you 110%.  This hobby would lose a lot without your efforts and without those of everyone involved at CN.  I could easily go off on a rant about discount houses that cut prices drastically and put quality retailers out of business, but all I'll say for now is that it is in no one's best interests to patronize these companies.. John.",0
"There are some dealers not participating in the promotion, just like not all are for the Celestron eyepiece sale.. Doesnt make sense to me. Its always better to move product at a lower price then not to sell anything..",0
"Well, I assume that it's only the ""elite"" dealers that are being offered the lower-cost stock to permit such a sale..",0
There are no dealer restrictions..,0
Ordered a 34mm yesterday.  The eyepiece hasn't even got here and already the rain is starting!!,0
"I don't think the CN discount applies to sale items. At least I didn't get one with my purchase. I'm not complaining though, $97.45 shipped is still a steal for the meade 28 SWA..",0
"Picked up a 34mm today. Now I have the 16, 24, and 34.",0
I would love to buy some of these eyepieces...but been in Ireland I'm afraid that the shipping and duty charges would be a killer .  You guys in the U.S.A are so so lucky..  Thank you Astronomics for the gift of the forum and all you very good work with Cloudy Nights..,0
"Just ordered the 34 and 16, I have the 28 and I love it....",0
"Often the postage isnt too bad; but I dont think Astronomics sell overseas unfortunately, at least not all EPs...",0
Depending on the sale.  In house clearance/self imposed sale the discount won't count.  Manufacturer sale a CN discount will apply.. We have specific dealer agreements that prevent us from selling certain lines overseas.  Sorry about that..,0
"Thanks for welcoming me to the site. I have learned a lot here in a short time and look forward to contributing what I can. Contrary to how it is supposed to work I got the new eyepieces yesterday and it is a clear night tonight! I was short on time but lined up the double cluster, Andromeda, The Pleiades, and M41 through the new EP's. I am no expert so will not try to make any technical comparisons but I sure was blown away by the SWA's..",0
You are most welcome; we are glad to have you here!   Don't have to be an expert; the above speaks volumns!   Glad you like them!.,0
How does the 34mm compare to the 35mm Panoptic?.,0
"I've viewed through 35 mm Panoptics, and I own the 34 mm Meade SWA.  I'd say its 90% as good as the Pan, but this would be on a scale where most other available eyepieces in the same FL ballpark rate at 50% or (more commonly) less of a Panoptic in my book..",0
"Too good to pass up, just placed my order for a 16mm.. Best,.",0
"Lawrence, could you elaborate on the missing 10%?.",0
.,0
What about Canada?.,0
No issues there..,0
While I don't have the 35mm Panoptic I did try my new 34mm Meade swa last night and it was outstanding.  I was very impressed.  Sharp out the the edge with good colors. You just can't go wrong with these eyepieces. And at these prices their a no brainer..,0
"Joner, try this:. From what I gather, you can have your own US address, make purchases online, have the eyepieces delivered to your US address, which most likely will be free shipping CONUS from most vendors, then when you're all set and all your items are in, they will take care of consolidating and boxing them and shipping the goods right to your door.. I myself am using such a service to get astro gear from the US but it's a country specific service which runs along the lines of Myusmailbox, it will save you a lot of bucks since the shipment fee that you pay is just one time for all the items, and my forwarding service is via cargo boat so it's even a lot cheaper (longer though, around a month transit compared to air cargo). Hope this helps.. Best,.",0
"I received my 20mm yesterday (thanks Astronomics!).  Really, really nice eyepiece.  Very pleasantly surprised on build quality.  Worked well in a f/4 starblast, not quite as well on the outer field comparing to a 13T6, but I didn't expect it to.  Ergonomics very reminiscent of a 22 Pan.  I measured a 19mm top lens.  Eyerelief a little tight, not bad, I could move my eye back a very, very tiny bit and still see the total FOV (without glasses), I would say the usable eyerelief is similar to the Type 6's. I will try it in an SCT this weekend and compare to a 22 Orion Superwide(which is heavier)..",0
More edge softness (astigmatism) and a bit less contrast..,0
"'' Joner, try this:.  Myusmailbox.  From what I gather, you can have your own US address, make purchases online, have the eyepieces delivered to your US address, which most likely will be free shipping CONUS from most vendors, then when you're all set and all your items are in, they will take care of consolidating and boxing them and shipping the goods right to your door..  I myself am using such a service to get astro gear from the US but it's a country specific service which runs along the lines of Myusmailbox, it will save you a lot of bucks since the shipment fee that you pay is just one time for all the items, and my forwarding service is via cargo boat so it's even a lot cheaper (longer though, around a month transit compared to air cargo). Hope this helps..  Best, ''. Thanks Hernando.",0
"Just received my 28mm... BIG... can't wait to try it out but of course, the skies are not cooperating. My first 2"" eyepiece. Thanks Astronomics!.",0
Keith. What scope did you use?. Thanks. Gary.,0
"Gary,. I used a SV90TBV..",0
"Just rcvd mine (28mm SWA) its awesome. had a quick first light with my 10""F7 since it was so windy out it definitely was quick. Took a nice look at M42. The trap was tack sharp and so was all the stars to the edge. It was an awesome view of the Great Nebula, much structure, black sky, comfortable eye relief, a very impressive first view. I dont know how it performs yet in fast scopes (hope to wheel out my 22""F4.9 tomorrow supposed to be less windy) and will compare it with both scopes and against the Meade 5K UWA 30mm. Bob M.",0
"I received a 24mm, 34mm, and a 40mm SWA today...and the sky was actually clear so I got a chance to try them out in my 'new to me' CPC1100 (first light for the scope tonight too).  Of the three, my favorite was the 34mm.  The 40mm had a little too much flaring at the edge of the field of view for my taste.  I'm using a Denkmeier Power X Switch diagonal with 2x barlow and 0.5 focal reducer.  The 34mm seemed to work nicely with that arrangement in the C11.  The full moon was framed perfectly with the 34mm at native focal length and at 2x really did a nice job showing the lunar craters and mountain ranges with nice contrast.  Mars looked really good with the 2x barlow and the 34mm also.  So, for me it seems pretty close to a 1 size fits all arrangement with the 34.. Patrick.",0
Has anyone compared to Hyperions? say the 16 SWA vs. 17 Hyp..,0
"That would be a very Interesting comparison indeed.  I also wonder if anyone has opened one of these up to compare the optical design to say, a panoptic of a similar focal length..",0
"I'm jumping on the 34mm when I get my tax return back.  I don't have a low power ep, yet, so this will suit me perfectly for now.  I've seen at a couple of retailers that this price is good through April 30th...see   and   Both of those sites reference that date as the end of the promotion..",0
"Thanks, jumped on it now too, placed an order for the 34mm, $99 free shipping; whew, these are crazy happy prices!   Best,.",0
"I can do that when my 16 arrives. But I have compared the 17 Hype with my Meade 18mm UWA, and I like the Meade much better. Sharpness is excellent in both, but the Meade has just a bit more contrast, wider field of view, and lacks the annoying blackouts that the Hype has. I don't know if the 16SWA would beat the Hype but the 18UWA does IMO. Still, I'm not knocking those Hypes. Overall they are a great performing eyepiece for the price IMO..",0
"While the Stratus (and would assume Hyperions) are quite comfortable, my estimation thus far is that the Meade SWA's are on a different level.  Much more comparable with an LVW or panoptic..",0
"Hernando,. Let us know how the Meade compares to your 36mm Siebert!.",0
"Will do Mark!. Best,.",0
"I bought a pair of the Meade 5000 20mm SWA to try in the BT100.  The Oberwerk BT100 binocular telescope is f/6.2. Previously I bought the 24mm SWA and 16mm SWA.  The 16 eyerelief was way too short to use for binocular vision, even without my glasses, so I sold one and kept the other for use at the scope.  The correction and overall view in the 16SWA is excellent.   The 24mm SWA just about makes it for eye relief for binocular vision.  I like the view and have kept both, but the eyepiece is 62mm in diameter and does not leave much room at all when using two.  I hoped to find a compromise in the 20mm SWA.  It is 54mm in diameter, so will accomodate a narrower IPD.. When set for my 62mm IPD, I have about 15-16mm between the eyeguards for my nose, sufficient for me.. Without eyeglasses, I could see the entire fov.  In fact I could twist the eyecups out about 2-3mm before losing the edge of view.. With my glasses on, I measured a loss of about 7-8% of thefield of view.. For mono use with my glasses on, I'd say I was only losing 3-4% of the fov.. The field stop measures 22.8mm, so the effective Afov is 64-65°.  The Tfov at 31x measured about 11 feet at about 100 yds.  That's about 2.1° and checks with the field stop measure.. Even though I lose 8% of the fov to eye relief, I still see a 60° fov for binocular use.. Pincushion is very strong.  Viewing at a distance of approx 100yds, at about 75% out in the field, the pincushion shows about 6-8 inches of distortion of a 6 foot long pole.. There was very little other aberration.  Almost no curvature (did not need to refocus to get a better image at 80% out in the fov.. Compared to an 18mm AT Paradigm, the Paradigm has almost no pincushion, it has more curvature, much longer eye relief, and I see the full 59° fov.  The Paradigm is easier ergonomically to use, but has a less well corrected fov.. So far, in preliminary tryouts, this Meade 20mm SWA pair seem like keepers.. edz.",0
"Good stuff..  I plan to do a comparison of the 24mm SWA and 25mm AT Paradigm when I get mine in. I had thought about getting the 20mm, but the 18mm Paradigm serves my purposes fairly well. I've been extremely happy with it, and couldn't justify the 20mm SWA purchase..",0
"Well tonight I brought out the big gun for testing the Meade 28mm SWA and Meade 5k UWA 30mm. I used two objects, M42 and the beautiful open cluster in Auriga M37. The telescope is a 22.6""F4.9 dob. I did not critically align the scope nor did I bring out my parracor. I really wanted to see how this eyepiece handled a faster Newt. The previous night It was absolutely stunning the view of M42 with my 10""F7, but what about an F4.9?. First was M42 and using the Meades 5K SWA 28mm The entire FOV was immersed in Nebulous gas, I was impressed of how comfortable the eye relief was and how sweet the FOV  view almost to the edge was (With no Parracor!!). The FOV just seemed bigger then the 68 degree FOV stated on the box. I liked what I was seeing. I now placed the Meade 5k UWA 30mm. It is so much bigger and heavier of an eyepiece and have used it many times with this big scope with and without a Parracor. This eyepiece is really the ticket with a big dob, you get lost in the FOV. M42 is more 3 D in this view as you now incorporate some black sky framing the object. Both views are wonderful. Both of these Meade eyepieces are winners. Moving over to M37 with the Meade 28mm SWA the entire open cluster was nothing but pinpoints of even bright white stars except the beautiful superimposed orange star off center in the cluster. I did not notice any difference in the fidelity of the view from one edge of the cluster to the other, it seemed equally focused from edge of cluster to opposite edge. This eyepiece is performing at a high level. I now carefully placed the Meade 30UWA 5K in and the view was just more stunning just because of the porthole in space view. At the outer 5 to 10% I saw some seagulls, but that was not the cluster, just other bright stars that were in the FOV at the time near the edge. The 30mm 5k UWA is a $400 eyepiece and the Meade SWA 28mm on sale cost less then $100. The view in the 30mm eyepiece was not 4 x better though. I have to say that this new Meade 5K SWA series 28mm eyepiece is pretty darn sharp, in both my F7 and F4.9 dobs. Bob.",0
"Nice report Bob.. FYI folks, these are on sale at OPT as well, and with free shipping.. Just ordered the 28mm. Can't wait for it to get here..",0
Ditto. I just ordered the SWA28 from OPT also..                           Barry.,0
"Hello people,. Did not really really need them but... At that price, you can't be wrong. So I ordered the 34, 28 & 20 from Astronomics. They will complete my Meade Eyepiece case and I think they will fit in very well between my vintage 40mm Superwide & vintage 4000 UWA Set.. To Astronomics, thanks guys for those crazy prices..",0
"I already had the 24mm and 40mm Meade 5K SWAs and I ordered the 20mm, 28mm, and 34mm from our sponsor to finish off the set that I will use.  The 16mm is too close to my 17mm Hyperion and 17mm T4 Nagler to consider, however the only EP I have around the other ranges is a 31mm Axiom LX, an 82° EP.. Perhaps the 34mm Meade is redundant with the 31 Ax but I do use 2 or 3 scopes at a time at dark sky sites and having another option around those focal lengths will be a nice luxury..",0
"I like the 28mm so much that I also just ordered the 34mm, even though like you I have a similar setup with the Meade UWA 30mm 82 degree FOV and Axiom XL 23mm/15mm. With multiple scopes its just makes sense (at least that is how I am convincing myself!!) to do this. Bob.",0
I hope you are happy.  I ordered one of the inexpensive focal lengths of this eyepiece just based on this exciting thread.  The last wider field eyepieces I owned were Celestron Erfles.  LOL..,0
"I haven't read through this whole thread, but has anyone noted how bad the top caps are for these eyepieces?!?. They are the the worst, most nonthought-out cap I could image. A piece of flat plastic balanced on top would be no worse. Pick up one of these eyepieces at even the slightest angle and it falls off. Yes the tapered top of the barrel is problematic, but a simple rubber cap of the same dimensions would at least resist falling off a slight tilt of the eyepiece..",0
"I agree David.  A rubberized cap would have been much better.  My 34MM cap will just fall off if you aren't careful.  I was thinking of some kind of tape on the inside lip to tighten them up a bit.  But still,  their a great deal!!.",0
Just ordered the 16 to add to the 24 and 34 I already received. Is this site somehow affiliated with a marriage counseling service? I might need it...Lol.,0
I handle my 16mm and 24mmSWA's quite a bit and have yet to see a cap fall off although I agree that a rubber cap would be better..,0
"No, but I am the Den Mother of CN; if I can be of assistance, do not hesitate to call.",0
"Funny I also own the Celestron Axiom LX 23mm and 15mm eyepieces and they have rubber caps, and people were complaining about those caps also. Regardless of the caps on the Axiom and these Meade eyepieces, both series are exceptional performing eyepieces and a lot of bang for the buck. Bob.",0
Actually the cap on my 28mm SWA stays on much better than those on my Celestron Axiom or my Meade UWA..,0
"You can always crazy glue the caps on, this way they don't come off..",0
"I wish Meade would list the size of the fieldstops like Celestron, Televue and Pentax. BTW check the price of this",0
David:. Thanks for the comments about the eyepiece caps.  I was wondering if there were any issues with keeping the eyepiece caps on these eyepieces.  Thats a bummer!. Donnie.,0
"Now that's a deal, it's written that you save 50$!",0
"I got my 24mm in today. The thing is massive. Because of my large bridge/brow, I'm probably going to have to remove the eye guard so I can get better placement for my eye.. I also noticed that the last 1/8 inch of filter threads where not blackend. Bummer. Not sure how well this effects performance, but most all of my EP's have blackened barrels throughout..",0
I hopped on the bandwagon and ordered the 24mm and 16mm just a few minutes ago.  I can't wait to find out when they will ship..,0
"I bought the 28mm last week and spent five nights in a row with it in a C9.25 - fantastic!  Of course, I'll never see five clear nights in a row again for about ninety years, so it was well worth it.. Based on my experience with the 28mm, I just added the 16 and 20 to the list - all from Astronomics.. I don't know if Meade is going to discontinue the SWA's, but regardless, it's one of the best deals of the decade.. John",0
Maybe they are going to jump on the 100 degree FOV bandwagon and are thinning out one of the series that wasn't a large seller.. Phil.,0
Well I joined the frenzy and ordered a 28mm SWA.  Of course the eyepiece is on backorder.  But I can wait. Yep no problem with waiting!       X-p X-p   Yep no problem at all!!.,0
