text,n_likes
"I had a Tak FS-102 that I sold to purchase a Tak FS-128 which I will be selling because I just acquired a Tak FS-152 (should be arriving soon). When I had the FS-102, I purchased a TSA-120 with the intention of replacing the FS-102 but found them to be very close so I sold the TSA-120 and kept the FS-102. Shortly after that, someone that I know locally aqcuired an FS-128 and I told him that if he decides to sell it to hit me up first. Less than a month later I ended up with an FS-102 and an FS-128. The jump up from the FS-102 to the FS-128 was much more noticeable and pleasing than the jump from the FS-102 to the TSA-120 and thus I thought that the FS-128 would be where my refractor quest would cease. Then someone told me that the FS-152 is not much longer (8 to 10 inches) than the FS-128 and this marinated in my mind until a couple of weeks ago that I saw a Tak FS-152 SV for sale and jumped on the opportunity. No I am waiting for the FS-152 to be delivered and will hopefully get a chance to compare both scopes side by side. Believe it or not I do consider my FS-128/DM6 combo a brab-n-go. I have had many small grab-n-go setups but I just did not find the views very pleasing especially when compared to my 16"" F4 dob. With the FS-128/DM6 combo, I grab the tripod with the mount and set it outside, then grab the light weight OTA, wait a few minuted for cool down and voila, wonderful views. I hope to be doing the same with the FS-152. Although this would not be the definition of a grab-n-go system, the little bit of extra effort is very worth it in my opinion..",1
"Sergio,. I agree that the FS128/DM6 combo is great and I think that the FS152/ DM6 will be just as good ( and portable) with the right tripod ( maybe something a little taller? than needed for the FS128?).. Rex.",0
I am currently using a double clamped Berlebach UNI 24 extended about 10 inches with the FS-128/DM6 combo with great results. I will raise it a bit more and see how it works with the FS-152. If it does not work well the I will probably have to get a Berlebach Planet or Losmandy HD..,0
I have noticed the Losmandy HD and pier extension is a popular setup with the DM6. I imagine it would certainly be rock solid..,0
I used to have one with my old TOA-130F and it was excellent. But I like the look of the Berlebachs more..,0
"Rob, you and I discussed long ago that a 5"" is thee ""sweet spot"" in our neck of the woods...HECK YEAH, get the Tak FS128!!! It was your long range plan to settle in with a 5"" anyway, do it now, life is too short. Then we'll get together and shoot out my AP130GT and your FS128 and see if Markab is full of it or not!",0
You do have a severe attack of Takitis  How do you feel??,0
i feel like looking for a mt160 to convert to dob or maybe try cn212.....,0
Oh.. This is serious! Guess theres no cure for you.. God bless you.,0
"Hi Tim,.   I decided to hold off and spend more time with my FS-102.  The FS-128 looks nice but,  I'd have to upgrade my mount as well to handle it.. Rob.",0
"Rob, to get the best out of the FS102 you should get a high quality diagonal, preferable a high quality prism. Should the Tak be the better one you probably won't see it with a mediocre (most dielectric) diagonals.. I've seen this many times with various diagonals on my former FS102",0
"Hi Rodi,.   Prism diagonal.. hmmm, interesting.  Do you have any recommendations?. Thx,. Rob.",1
I landed the TAK eyepiece turret with a prism diagonal from E-bay for my FS128NSV. I don't know how I got along with out one. BTW works fine with other scopes like my 14 inch Meade SCT..,0
"Yes.. in 1.25""  Tak's own prism is excellent. I bet the baader/zeiss 35mm prism is just as good or even better yet, but I don't have any experience with this one.. If two inches, Baader/Zeiss ""expensive"" If mirrored diagonals I would chose NONE dielectrics units. Not to say there isn't any good dielectric units out there, I just havn't seen one yet that match the sharpnes and contrast of the excellent prisms.. See Bill Paolini's Review!  Looking forward to your comparo.",0
"I found the Tak and Baader standard T-thread prism to be very close and the Baader Zeiss T- thread prism to be a step up in visual quality.. The advantage of the Baader Zeiss T- thread prism is that it provides a 34 mm clear opening ( compared to 32mm for the standard), so only the biggest 2"" eyepieces will viginnette, ( like the 21 Ethos, 35 Pan, 26 Nagler,- just,barely by 1mm, etc. All the smaller eyepieces will work just fine and with the T-thread diagonal you are ready for a binoviewer that accepts the T- thread,coupling.. Rex.",1
"Rob, how does the FS102 compare so far to your SV105?. Bill.",0
"Hello Rex,. I agree the baader/zeiss might be an even further step up in performance to the Tak prism, and one of the very best solution in high performing diagonals.. I just got the 35mm my self and havn't tried it out yet..",0
"I currently use the Baader standard T-thread prism with a 2"" Click lock Eyepiece Holder and I do not find the slight vignetting with my 21 Ethos or 31 Nagler offensive at all. The beauty of this setup is that to connect my Mark Vs all I have to do is release the screw on the T-2 Quick Release Connector, take out the Click Lock, put in the Mark Vs and that's it. No changing diagonals and such. Works great..",0
"Hi Bill,.   It's been frustrating.  I've had horrible weather this summer for observing. I've only had one night with them both setup and the seeing wasn't very good so it was inconclusive.  Obvious differences in focal length.  Both are very nice apos.  Hoping to get a decent clear nite soon, to compare them.. Rob.",0
"URGENT, URGENT... THIS JUST IN.... A NEW CASE OF TAKITIS HAS BEEN REPORTED IN MIAMI, FLORIDA. THIS IS THE RARE BUT NOT DEADLY FS-152 SV VARIETY. IF YOU HAPPEN TO SPOT THIS PERSON, DO NOT HESITATE TO ASK HIM TO LET YOU TAKE A PEEK. AGAIN, THERE HAS BEEN A NEW CASE OF TAKITIS REPORTED IN MIAMI, FLORIDA!!!! STAY TUNED FOR PHOTOS AND FURTHER REPORTS..",1
Beware the painful itching and swelling!.,0
Sergio - congrats on the new scope! after having an FS102 I always lusted after an FS152 but never ended up with one. Looking forward to your pictures!.,0
"Takititis, aka Takahashi's Curse, has taken a secure footholdon the Sunshine Coast in Queensland, Australia.. Not my first, but the ones I intend keeping... NO regrets with either of these 2..",0
"I was fortunate to get an FS102 from a fellow club member at a good price. It came with a 2"" inch back, feather touch focuser, focal reducer, focal extender, scope rings, finder, soft carrying case, and a nifty home made adapter for a telrad.. Takahashi FS102. Even though it was meant for visual, it spends most of its time as my main imaging scope. Just need to get a better mount for it. The AVX is great for visual, but leaves a lot to be desired for imaging.. SBIG STF-8300. Yes, I can say that I have a case of Takitis. Them adapters however are sure expensive.. By the way, does anyone know the thread size for the finder mount? It did not come with those screws and I have been wanting to get some replacements. Every time I am at TNR, I forget to ask them..",0
"Congrats Jeff. Yours is the superb and final edition of the FS102, the FS102 NSV. They have some of the finest optics of any the FS series I've seen over the years. As a bonus they have a redesigned lens cell, which is even better than the older cell at retaining collimation according to Art..",0
"Very nice scope, Jeff! My recently-acquired Tak FS-102 has rapidly become my favorite scope, with the best optics (for visual use, at least) of any 4"" scope that I've ever owned. Now I just need better weather so that I can enjoy it more!.",0
"I had a Tak FS-102NSV and it was excellent. Now that I have a Tak FS-152SV, I will probably be looking for another FS-102 NSV once I recover from the cost of the FS-152SV.",0
"Wow, lucky you, Sergio!  Did you buy the FS-152 that was listed on CN S&S a few weeks back?.",0
Thanks guys. I have been very happy with the scope.  Guess I should do more visual with it. How can you tell it is an NSV?.,0
"The FS102 NSV has a sliding white rimmed dewcap, a lens cell similar in front appearance to the of the TSA102 and the serial number starts with NSV. See the attached picture of the front cell of my 2005 FS102 NSV. And yes, that is the tiny C5 next to the Tak..",0
Yea! lucky you Sergio  Many years I've lusted after the FS 152 and still does. Would like to read about your experience with this scope sometimes! I'm eagerly awaiting the fall to come with jupiter in good elevation to try out my newly arrived FS128..,1
"Those who have the FS 152 seem to be hanging on to them. Every time I ask a local guy to sell, he politely tells me ""Not gonna happen""!!!  I passed on the last one for sale new in the U.S. that Jerry Wise picked up and have kicked myself ever since...I think Jerry still has his as well...gotta mean something!",0
"Scott, yes it is the one that was listed a few weeks back. I had a chance to take it out last night and the views were, as expected, spectacular!!! Being that it was a full moon I did not get to look at much but Saturn sharp with loads of detail, Mars was a tight orange orb but no surface detail, M6 and M7 were beautiful and the full moon through the Mark Vs and 24mm Panoptics was just awesome. I can't wait for the fall/winter observing season since the humidity and mosquitoes last night were brutal!!! On a different note, I think that I am going to need a diferent tripod because the UNI-24 struggles a little bit with his scope..",0
"Thanks for the report and the picture, Sergio. Wow, that's a beautiful scope! It actually wasn't the one that I was thinking of, as I see that yours has a FT focuser (the scope in the ad that I saw had the standard Tak focuser).. If you want to go with another Berlebach tripod, the Planet might be a better match for that scope. How stable is the FS-152 on the DM6 mount?.",0
"Scott, I added the FT focuser..",0
"Oh, okay, then it was the scope whose ad I saw (as it's not like several of these are being sold every month). Good choice on the focuser. I've thought about upgrading the focuser on my FS-102 to a FT some day, but in my case that would make the cost of upgrading the focuser a very significant fraction of the cost of the entire scope. Still, if I find a good deal on a used 3"" FT one day, I may do it..",0
I'd get an AP wooden tripod. I have the older version with the dm6 and if it handled a 180 triplet it will do fine with the 152..,0
"Was this the FS152 that was on CloudyNights several weeks ago? I contacted the seller twice but he/she never returned the favor, even though the ad wasnot marked off as sold for some time.And I asked about it on the first day it was posted. Not the best customer service, in my opinion, but am glad the sale worked out for you with no hitches..",0
CN isn't perfect. I got no messages from you sorry.. You have a thing or two to learn before calling me out about service I respond to every message I get even the low ball offers..,0
"beautiful looking scope! The FT focuser is a nice upgrade, top of the line, although I do like the Tak's regular focusers too.. yes, we are in somewhat of a planetary dead zone right now, not much fun until Big J comes around again. I printed out finder charts for Neptune & Uranus, figured that would be a fun distraction over the next couple months..",0
"Didn't mean to offend you, but do you not agree that you didn't mark off the ad as sold for some time, unless it really did take 2-3 weeks to sell it?It seemed like a beautiful scope in good condition at a great price, and I am a Tak lover! Anyway,I've always taken customer service very conscientiously and this is reflected in my ratings as a buyer/seller. Again sorry if your feelings were hurt by my anonymous remark,but I'm sure any reasonable person would feel the same way by two full-priceinquiries/offers that were not responded to (and I've never had problems with CN before relaying messages in doing dozens of transactions), but no need fordirected, identifiablepersonal insults on this professional forum.. Cheers,.",0
,0
"Hi Joseph, I'm glad to hear that your sale worked out. Sounds like you made the buyer one very happy person!  Just so there's no further confusion about this scope, though, you may want to consider marking the ad as ""sold,"" assuming that this is the ad that we're talking about: http://www.cloudynig...te-doublet-apo/. If I've got the wrong ad in mind, then please excuse my mistake. Best regards..",0
"I didn't say you lowballed me I said I would've responded if I got your message. Sorry. cn was in the middle of the upgrade, maybe that's why? Someone else said recently they had trouble with PM's to me as well so I briefly posted my email in the shop and swap forums for that ad (not this ad).",0
"Just for the record, dealing with Joseph was a great experience. He informed me of everything that was going on and the deal was totally transparent. I would not hesitate to deal with him in the future if the opportunity were to come up. Also, I responded to the ad that he placed in the Fors Sale section in the Forums by sending him a PM and not the ad in the classifieds..",0
"Sergio, congratulations on your FS-152.. Beware, I've heard that Takitis can get worse before it gets better Enjoy your views!. Clear skies,. John.",0
"Well, I think that I am in the recovery stages. I have already been through a TSA-102, Mewlon 210, TOA-130F, two FS-60C's, Sky 90 II, FS-102NSV and FS-128 before I acquired the FS-152SV. Hopefully I am cured.",0
Or terminal? I think Taks are in your blood now!  Rex.,0
"The disease is just starting for me. I had never particularly wanted a Tak before. Not that I had any particular reason to not want one, as I certainly never had any dislike for them, but they just weren't ""on my radar screen,"" so to speak. Then a friend offered me one in near-mint condition for an astoundingly good price. I figured, the price looks good, and the seller is a guy that I know and trust. I'll try it out and if I don't think it's anything special, then I'm sure I can sell it without losing anything on the deal. Well, that's all it took to get me hooked! Now I'm souping it up with a fancy focuser, and keeping my eye out for an even larger Tak some day. Yep...it's definitely a disease for which there's no cure!",0
Doesn't the mesh across your face get in the way of looking through eyepieces? I don't see how this is practical for visual observing. Unless maybe you just want to fire up the scope to take pictures all night.  Mike.,0
I cut a small slot in the mesh to poke the eyepiece thru..,0
"Scott, it definitely is a disease! I've owned a couple of the 100/102's and a couple of the 128s. Only issue for me on the 128 is that the tube length and weight become significantly more and tend to tax my rather inadequate mount. But there is definitely a jump in the image ""bite"" on targets like Jupiter in comparison to the 102s. Really, for a purely visual observer, the Taks are really, really hard to equal, and I have not seen any offering actually beat it aperture-for-aperture for contrast and color saturation, including APs..",0
"You NEED to try the Tak reflectors next, my CN212 is so outstanding it should be illegal..",0
"NNOOOOOOOOOOO!!! Please don't tempt me, as it's already bad enough being a refractor-holic. I don't need to start coveting reflectors too..",1
"No, you need a Taf refractor and then a Tak Mewlon!.",0
"You're not helping, Rob!",0
"If you don't have a 5"" refractor you're going to wonder what took you so long. GN.",0
"Too late. I passed on the fs128. I figured I'd give more time to the 4"" apos..",0
"Don't fret, Rob. You really haven't had enough opportunity to fully appreciate your excellent 4"" apos, anyway. Just like me, what you need is not another scope, but some better weather. Don't worry--fall will soon be here!",0
What's big enough for an eyepiece is going to be plenty big enough for a skeeter. I think I'll keep slathering on the Deet and using those little fan gizmos.. Mike.,0
"You're right Scott, we just need some quality time under the stars with our 4"" APO's",0
a visit to tnr. sky90. fc-76. fsq106. µ180. tsa120. oh my.....,3
Nice display cases! It's probably a good thing that I don't live within driving distance of TNR.,0
The mesh has dual zippers around it so you can open a slot for the eyepiece on either side..,0
"This is true! At NEAF last year, I got to ""fondle"" the TAK 120 and even though I have a similar AP130GT, I almost bought the thing on the spot, twice. I had to walk away!!! The TAK allure is a truism once you get to see and touch them in person. I'm glad TNR is thousands of miles away!",0
I have to read these forums less often; i wanna get a TSA120 even i already have a Borg125SD.,0
Iprofoundly understandboththoughts of yours Chris.,0
"Having already owned a Sky90 and 2 60cs, I decided to move away and try something else and got that Borg125SD for that ultra light package. Well, really couldn't resist the Takisits..",0
"Paul,. Do you use your BORG 125SD also visually?. I would be interested to hear your opinion.....and yes although my stable is big enough a TSA120 has a magic attraction.  best regards. Chris.",0
"Chris,. I'm primarily an imager, so I can't really give good comparison to other scopes.. I know there are some other users on this forum that can give you good comments.. Regards,. Paul.",0
"Well, haven't posted in awhile. the weather has not cooperated for critical viewing but I can make the following comments:. Star Tests:.   The FS-102 has an incredibly good star test.. a keeper for sure. The TSA-120 has virtually a perfect star test.. need to check it a few more times.. The SV105T has an excellent star test as well. At first, it seemed identical to the FS-102 but the Tak I think tests a tad better.  All are. well above acceptable, or even good.. Viewing:.  The FS-102 has a slightly different character than the SV-105 for planetary. Both are very sharp and contrasty but the FS102 somehow is a tad more engaging when viewing Saturn and lunar.  The SV105 was delightful for low power, wide field viewing. My favorite for just scanning the milky way and getting lost in stars.  The TSA was also quite nice being brighter but, the focal length wasn't as conducive for LP viewing. No color seen on the lunar limb with all three.. Hard to call. I wish I could afford to keep all three. They each have a different personality. Definitely keeping the TSA-120 due to aperture and exquisite optics.. The fluorite doublet FS102 has always been among my favorites but, too close in FL to the TSA.  The SV105 is a delightful apo, friendly, and a performer.. If I could keep two I'd keep the SV105 and the TSA120, even though the optics on the FS102 seem a bit superior to the SV.. If I couldn't afford the TSA-120, I'd keep the FS-102. Always loved Tak fluorite doublets.. Anyway, enough rambling... the clouds are starting to affect my thought precesses..",5
"3 great scopes!  But in the long run, the TSA will blow the others away with more detail on DSO's, planets, etc.. There can be only one!",1
"Nice report, Rob! Hope you get plenty of clear dark nights this fall to fully check out the TSA-102. It would be interesting if you could keep the FS-102 until the winter so you could compare the thermal equilibration times of the doublet and the triplet in the cold NH winter..",0
"Very nice Rob, I am envious that you have the opportunity to use so many great telescopes. It makes me think of future refractors I would like to own which can't be good for the bank balance. I think I need to get out of here..",0
"You are going to get your brake Rob...with Fall, our best viewing season has begun and this week, starting Wednesday, high pressure will overtake the region through to next week! Get your sleep in during the day...here it comes.",0
"Clear tonight and looks like good forecast for the week!  Yay!. BTW, the FS-102 has been sold..",0
"Rob, other than just having it, why would you keep the SV-105 when you have the TSA120? As they need the same class of mount, its not like one is big and the other a small grab and go. Just curious?. Rex.",0
"Rex, I think that Rob has listed the SV105 for sale; it's just that the FS-102 sold first..",0
The SV105 is a quicker grab and a little better for wide field. I plan to sell it anyway. It's been posted.. I think a 80mm ED would be a better wide field companion for the TSA-120.. Down the road perhaps..,0
"Agreed, especially if you pair it with a lightweight easy to carry/setup mount.. Rex.",0
I agree with Rex as well.,0
"http://www.cloudynig...anyone-got-one/. My new FS60CB with Tak alt-az mount is doing well for me and when I get the optional 76 mm objective lens for it, should be my new "" I can live with this "" setup, giving me both wide field and general use viewing, plus the 60mm is a great daytime nature scope!. Rex.",0
"' Back in the day"" when the TSA and TOA lines first came out there were some unbelievable deals on new FS 102s, 128s and 152s... half price rings a bell.. I had the 102 and a CN 212.. like a dummy... I failed to strike while the iron was hot.. The FS series was fantastic.. love those doublets.. Best Regards,. Balok.",0
+1 on those Fluorite doublets,0
"The only fluorite doublet that I've ever looked through is my Tak FS-102. If they're all as good as my particular sample is, then I wholeheartedly agree with you!.",0
"Scott, if you don't mind my stealing your line..... I've never met a Takahashi Fluorite doublet I didn't like.. Just keep them away from me. So far, I've viewed through an FS-102 (two samples), two FC-60CB (one with the Q module also), an FS-78 and most recently, an FC-76. The views were great through my old eyes but YMMV. There are probably some bad samples somewhere but I think these have a pretty good reputation with most folks.. Clear views to all,. John.",0
"Thanks for sharing that info, John. I'd love to look through FS-128 and FS-152 fluorite doublets some day, but right now they're a little out of my price range. Maybe I'll meet someone with one of these at a star party some day..",0
"I HAD a Vixen FL102S for years - I thought it the perfect scope for me.. Then I was offered the Takahashi FC-100 (original model)..... I sold the Vixen.. Just WOW. Built like a tank, look beautiful, perform amazingly.. I use an FSQ85 for imaging AND visual, and I have to admit I think it is better than the FSQ106 (though not as photon grabbing of course).. Almost got a Tak TSA120 recently, but it meant having to sell the FC100 and maybe the FSQ85. I was glad when the seller changed his mind..",0
"Scott, I am planning on attending the Peach State Star Gaze on Sun, Mon & Tues (Oct 19-21) if the weather is good. I am considering taking my FS-152 instead of my dob If you are attending, you are more than welcome to observe with me..",1
"Lewis,. if may how do you find focusing your 85 for visual? I hear that its bigger cousin the 106 has a very narrow tolerance and while a great Astrograph isn't as great visually....",0
"No problem at all - it snaps to focus crisply - very obvious where focus is. I did find the 106 was finnicky in visual though.. For imaging, of course I just use a custom made bahtinov - can get focus VERY precise with the 85, and the drawtube lock - being the tried and true knob on top - does not shift the focus unlike the locking lever of the FSQ106 (there are work arounds for that too).. All in all, I MUCH prefer the 85 to the 106..",0
"Just for interests sake, here is a recent image I took through the FSQ85, and is only 1 hour total exposure - imagine what it'll do with more exposure time!. http://www.astrobin.com/120466/B/.",1
"Wow, great image..",0
"Sorry John, no can do   Here are some FC doublets.. Derek.",3
"OK, we have Sergio offering Scott to look through his FS-152 (yes, Scott did mention wanting to look through one). And even though I asked folks to keep them away from me, you tempt me with that shot of four lovely examples, lol.. I think I have the one that would go in the middle, an FC-76. What modules are those, Derek?. Happy views to all,. John.",0
"Unfortunately I won't be able to meet up with Sergio to peek through his FS-152 next month. It's probably a good thing, though. I'd probably think the views were wonderful but that I'd like a similar scope that's just a little bit smaller. The next thing you know, I'd end up buying a FS-128. So it's probably for the best. I still haven't had enough opportunity to enjoy the FS-102 that I bought in June, but that should change with the upcoming fall season..",0
"Modules? Do you mean you have the interchangeable newer FC 76? The ones in the photos are all old (fluorite uncoated) scopes, an FC-100N, FC-76, FC-60, and FC-50.. Derek.",0
"FC-100N........... DROOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOL. Though, I love my f/8 standard version",0
"Derek, sorry, that was a typo. I meant models. I thought that the top two in your picture looked larger than a 4"" and 3"".. I have one like the second from the top, an FC-76 made in 1990.. Cheers,. John.",0
"This is a very nice scope, super sharp. I am sure the 5 and 6"" doublets are nice as well. However, what I really want to look through is an FC-150, a 6"" f/11.3 doublet that apparently weighed as much as an FCT-150 and cost as much too!. Derek.",0
"just got a brand new TSA120 this week, and had a 5 minute first light through clouds. Have never seen an essentially perfect star test before.....I now have Takitis really bad, I need more Taks. If I go without food for a year I could get a Mewlon 250........... cheers. Gary.",0
"There is no cure, but Texas Nautical Repair can administer palliative care..",0
Much agreed Rob. They each have their attributes..,1
"Just a thought about Takitis,. I have come to believe in the Zen of Takahashi, a sort of Feng Shui where all the parts are in harmony as a system. After trying many aftermarket parts and third party mounts ( most of which are of very high quality), I keep returning to an all Takahashi system, mounts, scope, finder, eyepieces, even focusers as the most all around satisifying user experiance.. I am not saying that third party equipment dosen't have a place, for example a FT focuser to handle heavy bino viewers or a robotic mount for remote imaging, but on a whole Takahashi put a lot of careful thought into its designs and IMO, they just feel right!  YMMV. Rex.",1
"You know, there's meTECation for that. All you need do is consult APhysician. They'll write a very preZeiss prescription for your condition to cure what ails you. If you have trouble finding a Docter, send APM to me here in CN and I'll refer you to mine. I'll Televue, I have never felt better than after receiving treatment for this condition.  - Jim.",5
"Well, hmmmm. A FT??? Why on earth would one do that??? Don't need no ""steenkin'"" FT!. But those ugly green TAK mounts??? The mount needs to be white!!! As in the picture!",0
"Having this little guy at my disposal makes all others in the same aperture league (regardless of f-ratio) absolutely superfluous.. Thus, it has prevented me from ""consuming"" any other 4-inchers for the last 2 decades and therefore, at least for me, is definitely not a ""consumer's telescope""....Quite simply because it just doesn't make me want any other.. For me, this Tak is THE 4-incher I had always dreamt of, and not even an oil-spaced APQ-100/640, standing 3 meters from it for hours on end, could quite reach this air-spaced fluorite triplet optically, as even the APQ-owner freely admitted.... Chris",4
,0
"I'm APt to not purchase any of those white mounts, I have given up gambling on the German Lotto. I prefer a dealer/manufacturer to have products in stock.  Rex.",0
">>>For me, this Tak is THE 4-incher I had always dreamt of, and not even an oil-spaced APQ-100/640, standing 3 meters from it for hours on end, could quite reach this air-spaced fluorite triplet optically, as even the APQ-owner freely admitted.... Chris - is it the FCT100? very cool!.",0
"Had the TSA-120 out the other day and was splitting Epsilon-Lyra with ease with my 3.5mm LVW (257X).. That's the highest power I could go with my eyepieces.. Also spent more time star testing (thanks Polaris!).. All I can say is that, to me, the star test is essentially perfect!.. identical difraction patterns inside/outside of focus.. Optics look very smooth as well..",2
"Cool. Thanks for the report, Rob!",0
"Oh, now I am so SOLIDLY GREEN with ENVY - an FCT-100 is my absolute DREAM! I would sell the lot just to have one. I had the pleasure of looking through one once - absolutely PERFECT - blew away all the AP's, TECs and APM's there at the time - undoubtedly THE best 4"" telescope ever made. EVER!. I made an offer to the owner. He ""kept it in mind"". Sadly, he died not long back, and his family had given the FCT away to one of his friends, and I cannot find out who.. One day I shall have one. One day... Maybe I could bribe Tak into making me one, for an extremelly large amount of yen of course.. Anyway... congratulations on THE refractor of refractors..",0
"See, now I forgot what I was going to say when I saw the FCT.... Oh yeah, placed an order for a TSA-102N today  I dislike sliding dew shields, so was specific about the N. The retailer has the S in stock, but I just can't do it....",0
"Lewis,. Just a suggestion, as a TSA102 with reducer is close to the Focal length of your FSQ85, perhaps you might consider using the FSQ85 at the shorter 500 mm focal length and just get a flattener for the TSA102 for the 816mm focal length. Gives you two focal lengths to shoot with.. Rex.",0
