13,if aperture rules why is it that refractors are so popular,"Perhaps, but that's a bit harsh... some of ""them people"" were in constant contact with Lunt and only taking actions that were approved by Lunt in order to not void their warranty. Not a trivial consideration....",2,1
14,if aperture rules why is it that refractors are so popular,"Oh hell, I might as well stir up some trouble and say that I have had better views of Saturn in a 4.7"" than what is shown in the video, and I didn't have that annoying music to contend with, either.. Specifically, the Encke Minima showed up more clearly, the C ring could be better seen across the face of the planet, and Cassini's Division was tack sharp all the way around. Colors were also more saturated, and not overexposed, thus allowing me to see polar detail not visible in the video.. Of course, it's not a fair comparison. I doubt the iPhone's camera lens has the resolution to sustain 1080p video, let alone 8 megapixels, or what the 28"" scope is actually able to show visually..",4,3
15,if aperture rules why is it that refractors are so popular,"Visual use looking at which objects? Certainly not for dim galaxies and nebulae. For those objects, the very good 12"" Newt would outperform the 5"" refractor by a very large margin. We are observers of objects after all, not just owners of telescopes.. I would also contend that the 12"" Newt - during moderately good seeing - should outperform the 5"" refractor when observing bright planets and the Moon as well. Actually I can't think of many objects that would be better visually in the 5"" refractor, except for perhaps the Milky Way and very large DSO. So beyond those objects, why would the 5"" refractor be better visually? Why? Because it's easier and more convenient to bring out for observing, and is quicker to acclimate? Yes, I'd agree. But would those advantages mean that the 5"" is better for visual use than a 12""? IMO, I think that's a stretch.. Mike.",1,4
16,if aperture rules why is it that refractors are so popular,"Clickbait, that's the point. (Peter B.'s term, not mine). It gets attention. And tweaks a nerve that folks on this forum can't seem to leave alone. Every week someone starts a thread like this. It evokes quasi-religious fervor among the faithful..",3,1
17,if aperture rules why is it that refractors are so popular,"I submit that the reasons why you would consistently have such horrid performance from your Newtonians could potentially be:. 1. Damaged primary and/or secondary mirror. 2. No regard for / lack of knowledge on collimation. 3. No provision made for active cooling of the primary. 4. High expectations for detailed viewing with a large reflector when seeing is horrid. 5. All of the above. My 2c having toyed in the past few years with a couple of dozen refractors (my own - not just for quick looks) and a few reflectors:. 1. Refractors offer a more pleasing image overall and yield better results than equivalent / slightly larger aperture reflectors.. 2. If proper care is taken to bring a reflector to full potential (cooling / collimation / care for the optics), then a much larger reflector will demolish a refractor.. 3. The effects of seeing will affect the quality of image in a larger instrument more than a smaller instrument, but this relates to the size of aperture in relation to seeing and NOT to any inherent weaknesses in reflector design.. Don't take it wrong, I love my refractors and I figure in the end when I grow old, I would like to do so with a 4"" refractor, a nice Alt/Az mount and a selection of 4-5 eyepieces.. But as long as my back will permit me to drag my 12"" (the largest I can use due to bad back), I will do so as I want to nuke my observing eye with as many sharply focused and contrasty photons as a properly cooled high quality collimated optical system can offer..",1,4
18,if aperture rules why is it that refractors are so popular,"De Lorme. I observe Sun only occasionally. So far, I have noticed only once some small changes in mini-spots around large sun spot. But no changes in the granulations:. http://www.cloudynig...2-sun-is-alive/.",3,1
19,if aperture rules why is it that refractors are so popular,"Interestingly several friends of mine went to observe with Derek Wong who had his 8"" apo set up next to a very rare 65mm F/13 Nikon ED and ironically everyone was crowded around the 65mm Nikon for observation. Would anyone like to take a guess why?.",5,4
20,the new ap stowaway is coming along,I was put on the list around the year 2000 and was notified yesterday that they have a Stowaway for me. Patience has been rewarded..,4,2
21,the new ap stowaway is coming along,Pretty snazzy looking. Looks like you did a little custom painting/powder coating. The main reason I want to use the Gibraltar is it has the Sky Tour system on it so figuring out a solution and keeping that mount is my best bet..,3,1
22,the new ap stowaway is coming along,Back to cloud (ie normal UK weather!) for the next two weeks Nick so you can relax now,4,1
23,the new ap stowaway is coming along,"The December 17th Moon image appears sharper with the old Stowaway, but the December 18th Moon image appears sharper with the new Stowaway.. Must be the seeing conditions or just off fine focus.",4,1
24,the new ap stowaway is coming along,I guess if enough ask maybe AP can do a 70mm or around that size scope..,4,1
25,the new ap stowaway is coming along,"With the Taks the fl is different, with the Stowaway the new and the old are both 92mm f/6.6. That’s a lot more than just “the name.”.",3,1
26,the new ap stowaway is coming along,"Right. AP called the original Stowaway a 90mm f/5 even though it was 92mm f/4.9, and the 90mm f/7 is actually 92mm f/6.6. I believe the original design called for 90mm of aperture, but Roland was able to use 2 extra mm of clear aperture? Something like that..",3,2
27,the new ap stowaway is coming along,I sent in my blue registration card for the Stowaway and today received a nice card in the mail signed by all AP employees including Roland. I thought it was a very nice gesture on AP's part. I've been trying to get Rolands autograph for over 20 years without any luck. Now I have half an autograph. Maybe within another 20 years I'll have the other half if the grim reaper doesn't decide to give me hisGRautograph first..,5,2
28,the new ap stowaway is coming along,"Thanks for trying, Dave. It is good to know, at least, that someone tried and we will never know the list numbers",4,1
29,the new ap stowaway is coming along,So true,4,1
30,new astro tech at80 at115 at130 edts,"Looks like my 130mm hits home base on Wednesday. In other news, an epically historical cloud bank has been spotted heading for my area, but that won't hit until Wednesday. Luckily, it is limited to only covering the continent.. ​I made all that up, except the part about getting the scope. And the badweather..",5,1
31,new astro tech at80 at115 at130 edts,"Here's a shot I got last night of Jupiter using the AT130EDT and an ASI224MC. It's the first planetary image I've done in a long, long time and also the first time for using FireCapture, AS!2 and Registax on live data. Plenty of room for learning but I'm very happy with the results..",5,5
32,new astro tech at80 at115 at130 edts,"They seem very similar to the Altair astro line in UK. The Altair 115 has been tested in UK with great AP results, thanks to its well made lens and low chromatism despite its FK61 glasses. F7 helps.. That said, (to me) the AT106 remains the best astrograph refractor ever made by Astronomics.. The chomatism is extremly low, (obvious using a Bahtinov mask, you get Newtonian like spikes), plus the optic is sharp, extremly sharp using the AT 2""FF. Just perfect for a KAF8300 for instance..",5,4
33,new astro tech at80 at115 at130 edts,"Retractable sliding dew shield, not screw-in..",3,2
34,new astro tech at80 at115 at130 edts,If I was a purchaser of a branded product the first thing I would put in place is an NDA. This would prevent the company making the scopes from replying to your request..,2,1
35,new astro tech at80 at115 at130 edts,I believe so. If you can take a pic if the shoe I can give you a fairly good guess.,3,1
36,new astro tech at80 at115 at130 edts,"I like the fact that a scope comes with a diagonal because I like to have a diagonal for every scope. The scope and the diagonal goes in the case, I grab the case, I have what I need... I have five refractors with 2 inch focusers, I have five 2 inch diagonals... Jon.",4,2
37,new astro tech at80 at115 at130 edts,I received word the shipment we have been waiting for has arrived at Astronomics minutes ago. I was told they will be working all weekend to get them checked and ready in order to send those of us that have been waiting. Their goal is shipping them on Monday..,4,2
38,new astro tech at80 at115 at130 edts,I ordered the 115 for visual use and now I'm wondering if I should order the 130 instead. I currently have an sv90tbv that I use for AP and sometimes visual. So for me the 115 should be a big improvement. Has anybody seen a big improvement visually between a 115 and a 130? Or maybe I should quit reading this thread...,4,2
39,new astro tech at80 at115 at130 edts,"Most likely that will be determined by the color correction.. I'd expect most to be ""visual"" instruments but who's to say for sure..... Mike.",3,1
40,the at92,Friendly bump. :-).,4,1
41,the at92,We are not. I have been down the road with TMB with Zygo Envy and have no interest in going down it again. The original Zygo is kept here and tied to the original invoice number of the original purchaser..,2,2
42,the at92,No way. I have a 90mm W/O i never use. I am getting rid of everything at this time and the house..,2,2
43,the at92,"OK already you two! but I do agree I'd like to see what others are doing as well. Here are two more from last night I've been waiting for clear weather as I haven't found that can of ""Cloud Shoo-Away"" and the vendor didn't include it in the case with the new scope tonight through next Monday is forecast for rain.",4,4
44,the at92,Chas: do it. Why let the other two 90mm scopes get in the way..,5,2
45,the at92,"No, it's not FPL53. A little surfing back a page or two will enlighten you, without us ""in the moment"" folks repeating already resolved stuff  - no offense intended..",2,3
46,the at92,"I've had mine on preorder for a year and a half, but did not get an email. Guess I'll give 'em a call.. Alex.",2,3
47,the at92,"Sorry for the loss of your pet. Tim. The weather patterns coming from the Pacific have really made the past several months horrible for our hobby. You're right about the contrails.. I have a Pier in my backyard, lx-50 out there since 2013. I keep it covered with a Telegizmo 365 cover. It still works fine. It gets hot here in the summer 115 degrees. I use it just for visual.. Hope your health is good. Clear skies, Mike.",3,1
48,the at92,"Yeah, I was thinking the graphs might just be scaled. In that case the measurements do indeed show it to be excellent. I would be tempted but the cost is too much for me, for what I would use it for..",4,3
49,the at92,CEM25P.,3,1
50,102mm achro for cheap,I hope this OTA has enough focus to handle Brandon eyepieces with the Baader Q-Turret!.,3,1
51,102mm achro for cheap,"A pathetic year for us. Not to mention the haboobs. We get haboobs in the Phoenix valley to rival anything Baghdad, Iraq has. The sand and dust.. so baaaad! See:  And: More:",1,1
52,102mm achro for cheap,"I have not yet done mine yet but I found some good stuff when I did my. The first thing is After spraying this on the gunk it should become liquid which will allow you to wipe it off with a paper towel. The result feels like a clean surface that has a thin layer of 3-in-one oil on it. More paper towels will dry it out fairly well.. The next thing is optional. It is After you spray this on the parts you previously cleaned with the other cleaner you can wipe it with a paper towel and it will be bone dry and super clean.. Final, Ed Thomas of Deep Space Products always recommends. I got the CRC stuff from a local car parts store and the Super Lube seems to only be available from Ace Hardware.. While I haven't re-greased my focuser yet my experience with these products makes me think they should work brilliantly. I suppose it is possible that the glue on the focuser is immune to the first item above but I will be surprised if that is the case..",3,2
53,102mm achro for cheap,"@Doug: Thanks for the encouraging words, neighbor!  Hoping that if the tray can be loosened slightly so that it can be rotated just enough to so its notches that articulate with the tripod logs can slip around, allowing the legs to squeeze inward a few mo",2,2
54,102mm achro for cheap,"Oh, for those looking to upgrade their focuser to a GSO dual speed crayford from Agena.... I got the last one in stock  Well, at least the one with the 96.6mm adapter.. For those wanting to tweak the GSO, look here:.",3,1
55,102mm achro for cheap,"Exactly! Clear in April! Clear in May! But not in August? Is it the Apocalypse? Will the Cubs win the World Series??. So I am paging through the S&T PSA, imaging what ""this"" might look like through the 4"", what ""that"" might look like. My first real telescope was the 4 1/4"" pedestal mounted Edmond white tube Newtonian. My father and I drove to Edmond Scientific in Barrington to get it, for Christmas. I think I was 11. Still have it. Going to bring it out WHEN THE CLOUDS GO AWAY and do a side by side comparison with the Celestron, just for fun and old time's sake. Emphasis on ""old""..",3,2
56,102mm achro for cheap,"I bought one 2 days ago on eBay for $2.71 delivered.  I had a long handle ball end one in a set already, but a short one is better imo for this job, and I keep all my tiny hex wrenches in a small prescription drug bottle in my telescope case....",4,2
57,102mm achro for cheap,Post deleted by tubehead999.,3,1
58,102mm achro for cheap,"I'm trying to order some mounting rings for this scope yo use on my EQ2 mount. I called Orion and they where not sure what size I needed. I told them it was similar to their 100mm scope they sell and she said it uses 116mm rings. It sounds about right, but just wanted to check with you all on this before I order them.. Plan ""B"" I could get a Celestron Goto tripod that takes a standard Dovetail mount and mount used for $120 vs the rings for $40....which are way over priced IMO for them. They should be about $20 for a cheap piece of metal!. Bob.",3,2
59,102mm achro for cheap,"Just transferred to the Vixen Polaris. Gonna be a much smoother ride, I think. It looks happier already.  (I think I'll name it ""Copernicus""... cause it's big and flashy to me...).",2,3
60,at102ed on sale has anyone used one,Congrats on the 105 by the way. Tom loved that lens..,4,3
61,at102ed on sale has anyone used one,"#24 still free, i am 67% confident it is mine... kinda remember seeing that number somewhere in the box...",4,1
62,at102ed on sale has anyone used one,Congratulations on the new scope Joe! It looks like it has a nice focuser too.. Those are great Dave! I think I see a deer by your wood shed. The mount and AT102ED look better than ever on green if you ask me. Enjoy the summer there. It looks like you have a beautiful spot.. Clear Skies. John.,5,3
63,at102ed on sale has anyone used one,"Thanks for the picture nicoyenny, - Now I'm even more excited about getting mine. Fits great and room for a few extra's..",4,2
64,at102ed on sale has anyone used one,The price is very good... can't believe I've not payed attention to this one. Any comparisons between this model and the Skywatcher Pro100ED? I know a difference in focal length and different glass but was curious if anyone has compared the two on visual astronomy objects. It sounds like there is minor ornegligible CA with the AT102. the AT102ED sounds like a good bargain from what I've read.....,4,3
65,at102ed on sale has anyone used one,I am sure some will come up for sale used. I just have no plans to sell mine. I would sell the TMB and SW150 Mak before i sell the AT102. The AT102 and GP mount is a true grab and go..,5,3
66,at102ed on sale has anyone used one,I've been trying to resist for quite some time.,4,2
67,at102ed on sale has anyone used one,"CHAS, this label is on the side of the shipping carton. Since you bought yours used, if it didn’t come in the original shipping carton you may never know what number yours is. And who knows if scope #1 actually went into carton #1 etc..",3,1
68,at102ed on sale has anyone used one,"It's not a weatherproof case.. It's not a solid wood walled case.. It's basically the equivalent of the $20 Lowes aluminum case (if they still sell that) with pluck foam and sized that fits a 100mm refractor.. It's on par with the case that was included with the AT72ED.. If this was a $2000 telescope, I probably would want a better case. It isn't, so I don't.. ds.",2,3
69,at102ed on sale has anyone used one,"Oh, I see now. Very nice!!!.",4,1
70,new a p stowaway first lights reviews and shootouts,"good to know - from someone who's used both scopes.. All owners of these early, somewhat primitive Stowaways should know that I am availble to take this older version off your hands! If you feel the need to upgrade......",4,2
71,new a p stowaway first lights reviews and shootouts,"Very first frame of the AP 92mm Stowaway should be forthcoming soon. I will share some PI details and the frame itself via OneDrive here in a moment (via an edit to this post).. Mount: AP1100 GTO CP4 w/ Absolute Encoders. Camera: FLI ML16200 w/ FLI CFW 2-7 Wheel. Guider: None, APPM Model via APCC Pro. Filter: Chroma 3nm HA. Corrector: AP 0.8x Telecompressor for 92mm Stowaway / 105mm Traveler. Software: Starkeeper Voyager. Target: Bubble Nebula and More.... File:. https://1drv.ms/u/s!...de4wJw?e=uIYC0M. PI Frame Details:. Perspective & Thoughts:. Slight issue at the far edges of the frame, which I am currently working through. This was a 10 minute unguided exposure, in fairly poor seeing. Overall it seems to be performing well though..",4,5
72,new a p stowaway first lights reviews and shootouts,For 5k I think I could talk myself into it..,4,2
73,new a p stowaway first lights reviews and shootouts,"No, I don't know Mr. Christen personally, but I can read and I can think. I am no fool.. On the new Astro-Physics website, there is the following:. ""Many years ago, we started our notification lists so that people who were interested in a particular instrument could sign up. Each time we produce a telescope or mount, we contact the people on these lists, offering them an opportunity to order. There is no obligation to purchase the instrument if you are on the list, and you do not have to pay a deposit. Signing up on the notification list did not constitute an order. It is merely a list that indicates your interest.. ""Effective with the launch of this website in late March 2019, we are no longer accepting names onto the original lists. HOWEVER, we will maintain the original lists and use them for future telescope and mount sales until each particular list is exhausted."" (Emphasis in original.). From what I have read here on CN and elsewhere, it is fairly clear that the first two production runs of the new Stowaway have not cleared out even the first 48 hours of the new Stowaway notification list. So, if one did not get on the new Stowaway notification list in the first few days, I don't see how one could possibly ever be notified.. Note that I have said nothing about possible future production of other Astro-Physics telescopes. But the A-P website implies that other existing notification lists will govern those production runs. So, if one isn't already fairly high up on an existing notification list, I don't see how one could possibly ever be notified about some other future A-P telescope.. Those of you who wish to engage in wishful thinking are free to do so.. Heywood.",2,2
74,new a p stowaway first lights reviews and shootouts,That is awesome. Congratulations..,5,1
75,new a p stowaway first lights reviews and shootouts,I sure would like to hear some observing reports and see some astro-photos via the Stowaway..,4,1
76,new a p stowaway first lights reviews and shootouts,"Signed up first day within a couple of hours, all I’ve heard so far is...crickets. 🦗. And to be honest I don’t expect any word until late this year.",3,2
77,new a p stowaway first lights reviews and shootouts,"20 years is not too bad, I waited 30 years for my TV Oracle!.",4,2
78,new a p stowaway first lights reviews and shootouts,Will it still fit in the case with both dovetails installed? I ordered mine with both for the same reason.. I have the 130GTX and only complaint is it will not fit in the case with rings and dovetail. So usually I use a padded softcase that fits.. Dean.,2,2
79,new a p stowaway first lights reviews and shootouts,"OMG!!! After reading the above posts about oil leaks, fungus and misalignment problems with oil and air spaced objectives, I’m totally freaking out. Up until now, I was certain that quality objective lenses are trouble free and would last forever. Yes: forever. In fact, I’m now worried that the aluminum coatings on my Mak mirrors will eventually deteriorate. I am so bummed out. — There is only one solution: I’m selling all my telescopes and getting out of this hobby..",1,4
80,update on my sw ed150 order,"Yea, it comes standard with a Vixen style dove shoe. I’ll update you tomorrow..",4,3
81,update on my sw ed150 order,"Here's an idea so crazy that it just might work: Jim (or any other 150 owner) ship your OTA to Ol' Bomber Bob. I'll pay the shipping both ways. I'll DPAC, star test, and conduct several Side-by-Side comparisons with my APM 152. Saves me buying one just to turn around & sell it. Gets you some objective data on your new scope.. Might take some of the sturm und drang out of the buying decisions for others....",4,3
82,update on my sw ed150 order,"Actually the test reports that are provided with most mass market scopes are merely flipped by the dealer, being generated by the Asian manufacturer. I received a prototype for testing several years ago at the request of a dealer thinking of white labeling the OEM scope. The scope came with a test report claiming 0.95 Strehl. It was literally junk optically. No way, no how, did that report correspond to the optics in the scope it accompanied.. Conversely the best of the best - Takahashi, A-P, TEC, etc. - do NOT provide documentation with their optics. Yet independent tests of optics from these producers are consistently excellent.. In consumer goods pieces of paper proclaiming quality are more often than not marketing gimmicks, literally not worth the paper they're printed on. Expensive B2B goods are another matter. But the manufacturers of relatively inexpensive goods that resort to paper claims know well that most buyers have no means or will to verify the accuracy of the claims on the piece of paper. Low risk, high reward.. So unless you have a basis for trusting the paper report, you're no more informed than if you did not receive the piece of paper. Best bet is to have your scope tested by an independent (non-dealer, non-manufacturer) testing services provider. At least then the tester has no obvious bias in favor of fabricating a favorable report rather than providing an honest one.. Best,. Jim.",1,3
83,update on my sw ed150 order,"I'm surprised about the cases. I have the 120MM EON and the case is pretty well built and thick. Its heavy and while it has scratches from transportation it closes and has no gouges. Same with the Lunt cases, pretty tough..",4,3
84,update on my sw ed150 order,,3,1
85,update on my sw ed150 order,"I'd have it shipped to a trusted and disinterested 3rd party such as Bomber Bob to check it out.... Have DPAC, and know how to use it. What I don't have is a camera that'll take pictures of the patterns without bending / distorting them!.",3,2
86,update on my sw ed150 order,"Well, this of course only works with an alt-az mount that allows for two scopes, but it works. For the 140 I need two weights to have the tube divided 60 lens 40 focuser. If does make things more comfy.. Cheers, Emil.",2,2
87,update on my sw ed150 order,"This all seems pretty ridiculous IMO considering this and other scopes arrived fairly severely damaged and in this case had a hole had been punched through the hard case from within! Why are you folks bothering to continue to speculate about the optical quality of the damaged scopes? AFAIK the less than idea optical reports have largely been reported by people observing through SW Evostar 150s that arrived damaged. The favorable reports have been from samples that arrived in outwardly good condition, why are you and the others here not accepting the reports from a series of first hand reports done by some of the most experienced observers on this site that actually received undamaged examples?. A solid, multi-night comparison between a known good TEC140 and the new SW Evostar 150 ED-APO has already been done, and no surprise the TEC140 was better as expected. But it was close once the back-end of the systems were better matched with high quality Zeiss prisms and some very high-end oculars. Did you miss these excellent reports or was I imagining them? Oh wait, I was there.. Chip.",4,4
88,update on my sw ed150 order,Perhaps they are smarter than we realized.,3,1
89,update on my sw ed150 order,"The notion that because this unit needed to be collimated by the dealer before shipping to me, it' is somehow not representative, is ludicrous.. No. It is not ludicrous. It's basic research. Your damaged scope is a tainted / spoiled sample that cannot be a valid assessment of a brand new undamaged SW150. It would be like me poking you in the eye, then giving you a depth perception test. The results would be questionable.. I'm not the only one to make this point, and that's a good thing. Potential 150 buyers shouldn't be scared-off by the poor performance of your damaged scope. Daniel, Derek, and others have reported excellent results with undamaged 150s -- another reason to return a damaged scope (besides the fact that you paid for new, and should receive new)..",4,3
90,at60ed something small from our sponsors,Here it is..,4,5
91,at60ed something small from our sponsors,"yeah, very good points. I'm tempted, but I can't really afford it (out of work atm)..",4,1
92,at60ed something small from our sponsors,"You will need an adapter for your 2"" focuser. Go to Scopestuff and buy this adapter: 2 inch Eyepiece Barrel to Schmidt Thread Adapter $29.00 Item #TAEP. The threaded end goes into the female thread on the Reducer/Corrector. Your 2"" visual back threads onto the male thread on the other end. Then you just slip the 2"" adapter into your focuser and you are ready to rock!.",4,2
93,at60ed something small from our sponsors,"Heya Jim. The 6.5mm backfocus spec for the ASI294 is without the 11mm ""T2 Ring"" that is attached to the camera out of the box. With that ring in place plus the included 21mm and 16.5mm spacers = 6.5 + 11 + 16.5 + 21 = 55 mm.",3,2
94,at60ed something small from our sponsors,"Just ordered my AT60ED scope and field flattener. I am also ordering an Astrozap Dew (ETX 60mm-70mm) shield to extend the dew limit on the scope. I already have a William optics red dovetail bar and I also ordered a William Optics 2""-1.25"" adapter in red as well. I also have a pair of scope rings that I can attach the scope to either my C8 or AWB Onesky newtonian..",4,2
95,at60ed something small from our sponsors,It's here!.,4,2
96,at60ed something small from our sponsors,"A 60mm is a great scope for travel, especially international (just be careful of the country your visiting). With a rolling type laptop case the scope and diagonal can also get packed in around things and still keep in the overhead. I take three eyepieces and they go in the second carry on bag. Lite weight tripod in with checked baggage. Some folks complain about what a 60 can show but taking a 60 or nothing the 60 wins everytime..",4,3
97,at60ed something small from our sponsors,"Mike, which base do you have? I looked at your website and could not find the finder shoe you speak of..",4,2
98,at60ed something small from our sponsors,"Taylor, I don't think you'll find a better match for the AT60ED than the Stellarvue M1V. The trim color even matches. Movement is smooth and balance is simple. I use a 4"" dovetail but I'd recommend a 7"" if you intend to use heavy eyepieces. To position the mounting foot on the left side (will not work on the right), you'll need to remove the ring/foot from the OTA completely and replace it with the foot above the focuser drive axis. the left side focuser knob will clear the foot by ~3mm. This will position the fine focuser on the right side. See post #429 above..",4,3
99,at60ed something small from our sponsors,"I’ve just purchased the UK equivalent of this scope, the Altair Astro 60EDF. First light was last night and au was impressed.. Works well side by side with one of my other fracs....",5,4
100,brandons limited 50th anniv run,"I don't have a 48mm, unfortunately.  I need the 4mm, 6mm and 48mm to round out my set of 8mm, 12mm, 16mm, 24mm and 32mm plus 2.4x Dakin Barlow.  Apparently getting the materials needed to make the 48mm units isn't easy.  Who knows if we'll ever see the 48mm again..  I wouldn't use the 48mm in an MCT or small SCT.  I suspect it would vignette.  I would use it in my refractors as a very low power eyepiece.  Currently I use a Series 4000 56mm Meade Super Plossl (Japan) in the role of simple, low power eyepiece..  Regards,.  Jim.",4,3
101,brandons limited 50th anniv run,"That is not my understanding at all.  While the eyepiece housings have certainly changed over time, I thought that the optics have been virtually unchanged from Chester Brandon's original design...But I only got my first Brandon a couple of weeks ago, so I'm only repeating what I've read.. Questar made Brandons their standard equipment in 1971...and the ""Questar Brandons"" certainly have different housings...perhaps this is what you refer to?    But I don't believe that any optical redesign was involved when Questar came on board.... Jim.",2,2
102,brandons limited 50th anniv run,"I think supply has more to do with it than you Mike.. Imagine only 100 sets of Brandons exists, versus 50 years worth of eyepieces, and they sold individually per eyepiece at $235. All other things (reviews) equal. Would the used price be close to $235, less than $235, or more than $235?. I'd vote at least $235 each. Although in my alternate universe I also own beach front property..",2,2
103,brandons limited 50th anniv run,"In the flyer I got, the entire body looks to be gold. I looked again, and they don't appear to have eye cups..",2,3
104,brandons limited 50th anniv run,"It's difficult to account for the different answers.  However, in Astronomics case, it is well known that they publish eye relief from the closest point you can put your glasses on, rather than from the top center of the eye lens.  If the true eye relief is 5.6mm, then Astronomics subtracts the the distance from the lens to the top of the folded down eyeguard.  I don't know what that distance is, but if it's 1mm less than the true eye relief, then the numbers are consistent.. I have, in the past, argued that Astronomics should quote both the true, optical eye relief and the ""usable"" eye relief for eyeglass wearers separately, and under separate labels, since wearing glasses isn't the only context in which eye relief matters to people, and in the some other contexts, usable eye relief for eyeglass wearers can be overly pessimistic.  However, this suggestion was not well received..",2,2
105,brandons limited 50th anniv run,"John,. No problem.  I try to be pragmatic.  ""Whatever works"" works for me.  Mike.",3,1
106,brandons limited 50th anniv run,Might want  to order another set,4,3
107,brandons limited 50th anniv run,:jump:Anyone get the set yet? john.,4,1
108,brandons limited 50th anniv run,I'll be glad when Don finishes up his anniversary sets.  He's going to make me a 6mm black-barrel afterwards.  I'm also looking forward to new 48mms being available.. - Jim.,4,2
109,brandons limited 50th anniv run,"I have been out observing Mars the last few hours with the Brandons in the Denk IIs in my Tak FS-152, I am to say the least very pleased with their performance.  The views of Mars tonight are simply stunning, I have never seen such surface detail.  I have never seen Mars look like in photos until tonight, the seeing is very very good here in Southern California.  I am seeing very crisp images all the way through the 8mm pair with 2.25X Denk OCS barlow (I have not gotten the 6mm pair yet so the 8mm is my shortest focal length).  There are no issues with merging or focus.  Images are sharp to about 80 percent going just a bit soft at the edge.  The 8mm's shorter eye relief is a bit tight but no problem - forget using glasses though below 16mm.  That 16mm pair really hits the sweet spot, very very comfortable.  The 32mm pair is almost too generous with eye relief.   There are no issues with glare or anything else really.  Contrast was superb, and the color was very ""white"" and pure.  I had no problem discerning color and surface features on Mars without the use of a filter.  I had a lot of fun switching back and forth between the different FLs.  I still love my wide fields but these were amazing little jewels - and all this with that nearly full moon right next to Mars!  Very impressive, my hats off to Don Yeier..",5,5
110,vite 23m aspheric,"heh......it is a great barrel!. I just used the bottom tube, but the top could fit a 55-deg Konig plucked.  from old pocket bins....very nice.. You have to stick with older pocket bins....recent ones can have a. not-so-great plastic Ramsden..",4,4
111,vite 23m aspheric,"Yes, there is the difference in weight. At least for wide fields, seems the eyepieces must gain weight to become better corrected in fast scopes. Both my SW120ED and C80ED run at f/7.5. I don't think I'll be switching them out.. I have a 10"" f/4.7 Dob, too, but I don't consider that too fast. It's just about right as long as I put in the Parracorr and use upper tier eyepieces. The 10"" is still my favorite scope for trips to a dark site. I guess it will remain my favorite until I finally get a 14"" Dob. I'm saving that for my retirement..  Mike.",4,3
112,vite 23m aspheric,"I honestly don't remember for sure right now (It's been several months), but:. * On the 90mm Mak, 312x is a magnification that can work on the moon but for which  for planetary viewing with the C90, since that Mak often maxes out around 140x for me.. * On the 114mm reflector, 112x is not quite enough magnification for planetary views, but it's not bad either, when I was out with the Z114 and some curious kids came by I preferred that 4mm VITE to show them Saturn at 112x.. On the CA side, I do remember that when viewing Jupiter, the color fringing on the edges was quite evident (and something I was not used to, coming from using a mak), while when observing the moon I didn't notice it as much, perhaps because at 312x there was less ""black space"" since the field of view was full of white moon.. Whatever the reason, my recollection is that observing the moon with that 4mm VITE was a nice experience, even with the C90 Mak.. I'm probably going to sell that C90 eventually, and when I do I'll add the 4mm VITE as a ""lunar eyepiece"".",4,5
